session_id,user_id,activity,activity_datetime
20250628-00000116,20230501-00000440,landing_page,2025-06-28 20:59:09.000000000
20250628-00000116,20230501-00000440,product_view,2025-06-28 21:00:15.334205934
20250628-00000117,20241118-00002010,landing_page,2025-06-28 21:05:05.000000000
20250628-00000118,20230701-00000647,landing_page,2025-06-28 21:21:55.000000000
20250628-00000118,20230701-00000647,product_view,2025-06-28 21:23:30.071160714
20250628-00000119,20240413-00001562,landing_page,2025-06-28 21:24:35.000000000
20250628-00000120,20240621-00001691,landing_page,2025-06-28 21:36:58.000000000
20250628-00000120,20240621-00001691,product_view,2025-06-28 21:40:39.677099919
20250628-00000121,20230216-00000174,landing_page,2025-06-28 21:57:05.000000000
20250628-00000122,20241216-00002052,landing_page,2025-06-28 22:03:50.000000000
20250628-00000123,20250608-00002507,landing_page,2025-06-28 22:10:23.000000000
20250628-00000124,20230828-00000869,landing_page,2025-06-28 22:21:28.000000000
20250628-00000125,20230611-00000568,landing_page,2025-06-28 22:42:44.000000000
20250628-00000125,20230611-00000568,product_view,2025-06-28 22:43:02.662201696
20250628-00000125,20230611-00000568,add_to_cart,2025-06-28 22:52:08.728791826
20250628-00000125,20230611-00000568,checkout,2025-06-28 22:58:19.892638288
20250628-00000125,20230611-00000568,paid,2025-06-28 23:25:20.295458786
20250628-00000126,20240406-00001551,landing_page,2025-06-28 22:44:37.000000000
20250628-00000127,20230701-00000641,landing_page,2025-06-28 23:04:43.000000000
20250628-00000128,20240610-00001669,landing_page,2025-06-28 23:20:38.000000000
20250628-00000129,20240529-00001648,landing_page,2025-06-28 23:37:28.000000000
20250628-00000129,20240529-00001648,product_view,2025-06-28 23:38:25.003436452
20250628-00000130,20230703-00000656,landing_page,2025-06-28 23:41:04.000000000
20250628-00000131,20240905-00001869,landing_page,2025-06-28 23:51:21.000000000
20250628-00000132,20231223-00001330,landing_page,2025-06-28 23:56:42.000000000
20250629-00000001,20230729-00000732,landing_page,2025-06-29 04:06:28.000000000
20250629-00000002,20241204-00002038,landing_page,2025-06-29 04:57:13.000000000
20250629-00000002,20241204-00002038,product_view,2025-06-29 04:59:00.230335969
20250629-00000002,20241204-00002038,add_to_cart,2025-06-29 05:05:42.083102564
20250629-00000002,20241204-00002038,checkout,2025-06-29 05:11:24.177909416
20250629-00000002,20241204-00002038,paid,2025-06-29 05:16:26.735602902
20250629-00000003,20240511-00001608,landing_page,2025-06-29 05:41:16.000000000
20250629-00000004,20240327-00001532,landing_page,2025-06-29 05:41:58.000000000
20250629-00000005,20230914-00000942,landing_page,2025-06-29 06:05:56.000000000
20250629-00000006,20230308-00000241,landing_page,2025-06-29 06:43:19.000000000
20250629-00000006,20230308-00000241,product_view,2025-06-29 06:48:07.477796852
20250629-00000007,20230902-00000893,landing_page,2025-06-29 06:44:53.000000000
20250629-00000007,20230902-00000893,product_view,2025-06-29 06:45:48.223403743
20250629-00000007,20230902-00000893,add_to_cart,2025-06-29 06:47:19.261213245
20250629-00000007,20230902-00000893,checkout,2025-06-29 06:56:43.688271813
20250629-00000007,20230902-00000893,paid,2025-06-29 06:57:34.282783337
20250629-00000008,20240716-00001747,landing_page,2025-06-29 06:48:38.000000000
20250629-00000009,20241225-00002072,landing_page,2025-06-29 07:01:35.000000000
20250629-00000009,20241225-00002072,product_view,2025-06-29 07:01:54.239801495
20250629-00000009,20241225-00002072,add_to_cart,2025-06-29 07:11:45.175145981
20250629-00000009,20241225-00002072,checkout,2025-06-29 07:21:24.618377232
20250629-00000010,20230313-00000258,landing_page,2025-06-29 07:11:15.000000000
20250629-00000010,20230313-00000258,product_view,2025-06-29 07:29:36.529218041
20250629-00000010,20230313-00000258,add_to_cart,2025-06-29 07:33:41.948318273
20250629-00000011,20230406-00000347,landing_page,2025-06-29 07:20:56.000000000
20250629-00000012,20250106-00002098,landing_page,2025-06-29 07:24:29.000000000
20250629-00000012,20250106-00002098,product_view,2025-06-29 07:24:50.169373452
20250629-00000012,20250106-00002098,add_to_cart,2025-06-29 07:30:20.522579548
20250629-00000013,20240705-00001722,landing_page,2025-06-29 07:30:19.000000000
20250629-00000014,20230712-00000677,landing_page,2025-06-29 07:31:31.000000000
20250629-00000015,20231002-00001015,landing_page,2025-06-29 07:32:28.000000000
20250629-00000015,20231002-00001015,product_view,2025-06-29 07:33:29.475597507
20250629-00000016,20240911-00001883,landing_page,2025-06-29 07:34:07.000000000
20250629-00000017,20230914-00000943,landing_page,2025-06-29 07:34:51.000000000
20250629-00000018,20240511-00001609,landing_page,2025-06-29 08:04:09.000000000
20250629-00000018,20240511-00001609,product_view,2025-06-29 08:07:51.620168143
20250629-00000019,20240917-00001892,landing_page,2025-06-29 08:04:43.000000000
20250629-00000019,20240917-00001892,product_view,2025-06-29 08:08:32.153930496
20250629-00000019,20240917-00001892,add_to_cart,2025-06-29 08:47:08.508292829
20250629-00000020,20230116-00000091,landing_page,2025-06-29 08:34:35.000000000
20250629-00000020,20230116-00000091,product_view,2025-06-29 08:58:30.062859536
20250629-00000021,20250315-00002280,landing_page,2025-06-29 08:58:52.000000000
20250629-00000022,20240317-00001512,landing_page,2025-06-29 09:00:32.000000000
20250629-00000023,20250112-00002122,landing_page,2025-06-29 09:08:48.000000000
20250629-00000023,20250112-00002122,product_view,2025-06-29 09:12:47.348881447
20250629-00000024,20240330-00001541,landing_page,2025-06-29 09:14:13.000000000
20250629-00000024,20240330-00001541,product_view,2025-06-29 09:15:10.684060684
20250629-00000025,20240413-00001562,landing_page,2025-06-29 09:26:21.000000000
20250629-00000026,20230128-00000122,landing_page,2025-06-29 09:34:48.000000000
20250629-00000026,20230128-00000122,product_view,2025-06-29 09:43:32.349709749
20250629-00000027,20250209-00002185,landing_page,2025-06-29 09:53:36.000000000
20250629-00000028,20230304-00000231,landing_page,2025-06-29 10:08:32.000000000
20250629-00000028,20230304-00000231,product_view,2025-06-29 10:09:04.161011160
20250629-00000028,20230304-00000231,add_to_cart,2025-06-29 10:13:39.903176225
20250629-00000028,20230304-00000231,checkout,2025-06-29 10:18:51.972846067
20250629-00000028,20230304-00000231,paid,2025-06-29 10:20:05.664179792
20250629-00000029,20231017-00001074,landing_page,2025-06-29 10:09:30.000000000
20250629-00000029,20231017-00001074,product_view,2025-06-29 10:10:26.500485613
20250629-00000030,20231222-00001325,landing_page,2025-06-29 10:12:18.000000000
20250629-00000030,20231222-00001325,product_view,2025-06-29 10:12:34.292025181
20250629-00000030,20231222-00001325,add_to_cart,2025-06-29 10:18:28.157138718
20250629-00000031,20230101-00000034,landing_page,2025-06-29 10:15:46.000000000
20250629-00000031,20230101-00000034,product_view,2025-06-29 10:19:05.946878357
20250629-00000032,20250226-00002229,landing_page,2025-06-29 10:17:00.000000000
20250629-00000032,20250226-00002229,product_view,2025-06-29 10:17:10.674661907
20250629-00000032,20250226-00002229,add_to_cart,2025-06-29 10:24:04.311126261
20250629-00000032,20250226-00002229,checkout,2025-06-29 10:31:52.283745783
20250629-00000032,20250226-00002229,paid,2025-06-29 10:33:15.777750812
20250629-00000033,20230407-00000354,landing_page,2025-06-29 10:24:14.000000000
20250629-00000033,20230407-00000354,product_view,2025-06-29 10:25:34.148267975
20250629-00000033,20230407-00000354,add_to_cart,2025-06-29 10:31:04.303877533
20250629-00000033,20230407-00000354,checkout,2025-06-29 10:37:43.473531587
20250629-00000033,20230407-00000354,paid,2025-06-29 12:34:45.819575889
20250629-00000034,20240721-00001752,landing_page,2025-06-29 10:26:51.000000000
20250629-00000035,20231205-00001268,landing_page,2025-06-29 10:47:27.000000000
20250629-00000036,20250106-00002099,landing_page,2025-06-29 11:15:54.000000000
20250629-00000037,20250313-00002275,landing_page,2025-06-29 11:21:40.000000000
20250629-00000038,20230813-00000801,landing_page,2025-06-29 11:30:05.000000000
20250629-00000038,20230813-00000801,product_view,2025-06-29 11:40:25.026502879
20250629-00000038,20230813-00000801,add_to_cart,2025-06-29 12:06:22.884212529
20250629-00000039,20240617-00001681,landing_page,2025-06-29 11:49:42.000000000
20250629-00000039,20240617-00001681,product_view,2025-06-29 11:53:57.545260023
20250629-00000039,20240617-00001681,add_to_cart,2025-06-29 11:59:19.254444880
20250629-00000039,20240617-00001681,checkout,2025-06-29 12:06:04.186956542
20250629-00000039,20240617-00001681,paid,2025-06-29 12:08:03.551704630
20250629-00000040,20241123-00002014,landing_page,2025-06-29 12:11:28.000000000
20250629-00000040,20241123-00002014,product_view,2025-06-29 12:12:38.918333990
20250629-00000041,20250524-00002463,landing_page,2025-06-29 12:16:30.000000000
20250629-00000041,20250524-00002463,product_view,2025-06-29 12:20:44.778695078
20250629-00000041,20250524-00002463,add_to_cart,2025-06-29 12:41:08.006532578
20250629-00000042,20250308-00002255,landing_page,2025-06-29 12:28:49.000000000
20250629-00000043,20230819-00000832,landing_page,2025-06-29 12:41:40.000000000
20250629-00000043,20230819-00000832,product_view,2025-06-29 12:41:59.950356285
20250629-00000044,20230530-00000536,landing_page,2025-06-29 12:48:37.000000000
20250629-00000045,20240623-00001694,landing_page,2025-06-29 13:11:40.000000000
20250629-00000045,20240623-00001694,product_view,2025-06-29 13:13:10.003860356
20250629-00000046,20250419-00002374,landing_page,2025-06-29 13:13:31.000000000
20250629-00000047,20230410-00000364,landing_page,2025-06-29 13:41:06.000000000
20250629-00000047,20230410-00000364,product_view,2025-06-29 13:42:22.127622392
20250629-00000048,20250409-00002347,landing_page,2025-06-29 13:45:01.000000000
20250629-00000049,20231120-00001212,landing_page,2025-06-29 13:48:33.000000000
20250629-00000050,20250626-00002547,landing_page,2025-06-29 13:49:59.000000000
20250629-00000051,20231231-00001366,landing_page,2025-06-29 14:04:41.000000000
20250629-00000052,20230311-00000247,landing_page,2025-06-29 14:10:34.000000000
20250629-00000052,20230311-00000247,product_view,2025-06-29 14:10:52.113429230
20250629-00000053,20240224-00001464,landing_page,2025-06-29 14:10:52.000000000
20250629-00000054,20240129-00001422,landing_page,2025-06-29 14:18:44.000000000
20250629-00000054,20240129-00001422,product_view,2025-06-29 14:22:31.151872251
20250629-00000054,20240129-00001422,add_to_cart,2025-06-29 14:48:02.656495107
20250629-00000055,20250110-00002109,landing_page,2025-06-29 14:30:22.000000000
20250629-00000055,20250110-00002109,product_view,2025-06-29 14:31:23.794372168
20250629-00000056,20250510-00002424,landing_page,2025-06-29 14:35:45.000000000
20250629-00000057,20240530-00001650,landing_page,2025-06-29 14:38:52.000000000
20250629-00000058,20240507-00001597,landing_page,2025-06-29 14:57:47.000000000
20250629-00000058,20240507-00001597,product_view,2025-06-29 14:58:08.716604357
20250629-00000058,20240507-00001597,add_to_cart,2025-06-29 15:02:28.099040433
20250629-00000058,20240507-00001597,checkout,2025-06-29 15:07:22.712594213
20250629-00000058,20240507-00001597,paid,2025-06-29 15:18:00.045745339
20250629-00000059,20230323-00000293,landing_page,2025-06-29 15:00:03.000000000
20250629-00000060,20230314-00000261,landing_page,2025-06-29 15:01:47.000000000
20250629-00000060,20230314-00000261,product_view,2025-06-29 15:02:23.679574977
20250629-00000061,20231209-00001285,landing_page,2025-06-29 15:03:24.000000000
20250629-00000061,20231209-00001285,product_view,2025-06-29 15:04:18.914549261
20250629-00000062,20250628-00002557,landing_page,2025-06-29 15:14:28.000000000
20250629-00000063,20250506-00002411,landing_page,2025-06-29 15:14:30.000000000
20250629-00000063,20250506-00002411,product_view,2025-06-29 15:21:51.171054003
20250629-00000063,20250506-00002411,add_to_cart,2025-06-29 15:30:34.544729222
20250629-00000064,20231130-00001244,landing_page,2025-06-29 15:21:43.000000000
20250629-00000064,20231130-00001244,product_view,2025-06-29 15:24:49.100184275
20250629-00000065,20250424-00002380,landing_page,2025-06-29 15:27:00.000000000
20250629-00000065,20250424-00002380,product_view,2025-06-29 15:27:15.992121586
20250629-00000066,20231218-00001314,landing_page,2025-06-29 15:33:07.000000000
20250629-00000066,20231218-00001314,product_view,2025-06-29 15:36:12.411785281
20250629-00000067,20250522-00002455,landing_page,2025-06-29 15:51:19.000000000
20250629-00000068,20230927-00000995,landing_page,2025-06-29 15:59:10.000000000
20250629-00000068,20230927-00000995,product_view,2025-06-29 16:00:46.799113335
20250629-00000068,20230927-00000995,add_to_cart,2025-06-29 16:07:32.823961222
20250629-00000068,20230927-00000995,checkout,2025-06-29 16:16:11.718671441
20250629-00000068,20230927-00000995,paid,2025-06-29 20:26:52.536626265
20250629-00000069,20250623-00002543,landing_page,2025-06-29 16:16:05.000000000
20250629-00000070,20250429-00002393,landing_page,2025-06-29 16:16:30.000000000
20250629-00000071,20250419-00002372,landing_page,2025-06-29 16:17:36.000000000
20250629-00000072,20230527-00000525,landing_page,2025-06-29 16:34:53.000000000
20250629-00000073,20240805-00001786,landing_page,2025-06-29 16:47:02.000000000
20250629-00000074,20231129-00001241,landing_page,2025-06-29 16:53:29.000000000
20250629-00000074,20231129-00001241,product_view,2025-06-29 16:55:10.576712977
20250629-00000075,20240813-00001812,landing_page,2025-06-29 17:01:27.000000000
20250629-00000075,20240813-00001812,product_view,2025-06-29 17:02:03.155506755
20250629-00000076,20231213-00001295,landing_page,2025-06-29 17:07:49.000000000
20250629-00000076,20231213-00001295,product_view,2025-06-29 17:10:01.760431497
20250629-00000077,20230429-00000437,landing_page,2025-06-29 17:17:14.000000000
20250629-00000077,20230429-00000437,product_view,2025-06-29 17:17:40.876862732
20250629-00000077,20230429-00000437,add_to_cart,2025-06-29 17:21:57.037029392
20250629-00000077,20230429-00000437,checkout,2025-06-29 17:27:05.221649712
20250629-00000077,20230429-00000437,paid,2025-06-29 17:29:30.602327258
20250629-00000078,20230503-00000442,landing_page,2025-06-29 17:43:29.000000000
20250629-00000078,20230503-00000442,product_view,2025-06-29 17:46:46.661354857
20250629-00000079,20230314-00000260,landing_page,2025-06-29 17:44:49.000000000
20250629-00000079,20230314-00000260,product_view,2025-06-29 17:57:52.891373435
20250629-00000080,20250309-00002257,landing_page,2025-06-29 17:51:13.000000000
20250629-00000081,20231005-00001029,landing_page,2025-06-29 17:52:24.000000000
20250629-00000081,20231005-00001029,product_view,2025-06-29 17:55:22.504528600
20250629-00000081,20231005-00001029,add_to_cart,2025-06-29 18:01:42.852894020
20250629-00000082,20240218-00001454,landing_page,2025-06-29 17:56:28.000000000
20250629-00000083,20250605-00002499,landing_page,2025-06-29 18:02:07.000000000
20250629-00000083,20250605-00002499,product_view,2025-06-29 18:02:35.093304806
20250629-00000084,20250410-00002349,landing_page,2025-06-29 18:05:53.000000000
20250629-00000084,20250410-00002349,product_view,2025-06-29 18:12:00.992436529
20250629-00000085,20230129-00000128,landing_page,2025-06-29 18:06:14.000000000
20250629-00000085,20230129-00000128,product_view,2025-06-29 18:09:05.667756841
20250629-00000086,20230319-00000284,landing_page,2025-06-29 18:13:50.000000000
20250629-00000086,20230319-00000284,product_view,2025-06-29 18:14:54.870224001
20250629-00000086,20230319-00000284,add_to_cart,2025-06-29 18:26:50.254754390
20250629-00000087,20230509-00000467,landing_page,2025-06-29 18:28:23.000000000
20250629-00000087,20230509-00000467,product_view,2025-06-29 18:29:32.154218242
20250629-00000088,20240902-00001862,landing_page,2025-06-29 18:40:42.000000000
20250629-00000089,20230326-00000314,landing_page,2025-06-29 18:43:20.000000000
20250629-00000089,20230326-00000314,product_view,2025-06-29 18:45:21.675469814
20250629-00000089,20230326-00000314,add_to_cart,2025-06-29 18:51:02.440673758
20250629-00000089,20230326-00000314,checkout,2025-06-29 18:59:52.636544909
20250629-00000089,20230326-00000314,paid,2025-06-29 19:26:27.109245657
20250629-00000090,20231203-00001262,landing_page,2025-06-29 18:52:54.000000000
20250629-00000091,20241107-00001988,landing_page,2025-06-29 18:54:28.000000000
20250629-00000091,20241107-00001988,product_view,2025-06-29 19:08:58.256969764
20250629-00000091,20241107-00001988,add_to_cart,2025-06-29 19:10:06.925269366
20250629-00000091,20241107-00001988,checkout,2025-06-29 19:13:51.348908583
20250629-00000091,20241107-00001988,paid,2025-06-30 01:45:17.734937192
20250629-00000092,20240320-00001519,landing_page,2025-06-29 18:54:55.000000000
20250629-00000093,20230429-00000434,landing_page,2025-06-29 19:02:40.000000000
20250629-00000093,20230429-00000434,product_view,2025-06-29 19:03:23.726072916
20250629-00000094,20250224-00002226,landing_page,2025-06-29 19:11:16.000000000
20250629-00000094,20250224-00002226,product_view,2025-06-29 19:11:21.805561081
20250629-00000094,20250224-00002226,add_to_cart,2025-06-29 19:19:35.723843948
20250629-00000094,20250224-00002226,checkout,2025-06-29 19:29:25.507768914
20250629-00000094,20250224-00002226,paid,2025-06-29 19:31:18.520800783
20250629-00000095,20250225-00002227,landing_page,2025-06-29 19:16:33.000000000
20250629-00000095,20250225-00002227,product_view,2025-06-29 19:17:04.548339547
20250629-00000096,20230716-00000695,landing_page,2025-06-29 19:16:37.000000000
20250629-00000097,20241208-00002045,landing_page,2025-06-29 19:27:51.000000000
20250629-00000098,20231029-00001124,landing_page,2025-06-29 19:28:52.000000000
20250629-00000099,20250603-00002495,landing_page,2025-06-29 19:30:44.000000000
20250629-00000099,20250603-00002495,product_view,2025-06-29 19:36:48.645168360
20250629-00000100,20230615-00000578,landing_page,2025-06-29 19:38:07.000000000
20250629-00000101,20230221-00000194,landing_page,2025-06-29 19:40:49.000000000
20250629-00000101,20230221-00000194,product_view,2025-06-29 19:45:43.325250918
20250629-00000102,20250625-00002546,landing_page,2025-06-29 19:41:47.000000000
20250629-00000103,20250612-00002516,landing_page,2025-06-29 19:50:29.000000000
20250629-00000104,20231219-00001317,landing_page,2025-06-29 19:55:41.000000000
20250629-00000104,20231219-00001317,product_view,2025-06-29 19:55:52.056866897
20250629-00000105,20250425-00002383,landing_page,2025-06-29 20:14:29.000000000
20250629-00000106,20240111-00001383,landing_page,2025-06-29 20:17:07.000000000
20250629-00000107,20250621-00002539,landing_page,2025-06-29 20:19:53.000000000
20250629-00000107,20250621-00002539,product_view,2025-06-29 20:25:07.320258766
20250629-00000107,20250621-00002539,add_to_cart,2025-06-29 20:45:42.635817971
20250629-00000108,20230316-00000269,landing_page,2025-06-29 20:23:26.000000000
20250629-00000108,20230316-00000269,product_view,2025-06-29 20:23:59.791686586
20250629-00000108,20230316-00000269,add_to_cart,2025-06-29 20:36:53.332714871
20250629-00000109,20230514-00000486,landing_page,2025-06-29 20:24:16.000000000
20250629-00000109,20230514-00000486,product_view,2025-06-29 20:25:57.898154831
20250629-00000110,20231215-00001299,landing_page,2025-06-29 20:30:55.000000000
20250629-00000110,20231215-00001299,product_view,2025-06-29 20:32:17.832748927
20250629-00000110,20231215-00001299,add_to_cart,2025-06-29 20:40:31.176748332
20250629-00000110,20231215-00001299,checkout,2025-06-29 20:45:44.104124567
20250629-00000110,20231215-00001299,paid,2025-06-29 20:46:09.109014521
20250629-00000111,20230512-00000478,landing_page,2025-06-29 20:33:24.000000000
20250629-00000112,20240305-00001486,landing_page,2025-06-29 20:34:52.000000000
20250629-00000113,20230212-00000163,landing_page,2025-06-29 20:37:58.000000000
20250629-00000113,20230212-00000163,product_view,2025-06-29 20:39:47.720420757
20250629-00000113,20230212-00000163,add_to_cart,2025-06-29 20:43:20.602938356
20250629-00000113,20230212-00000163,checkout,2025-06-29 20:53:41.195455706
20250629-00000113,20230212-00000163,paid,2025-06-30 00:27:45.596310403
20250629-00000114,20240420-00001572,landing_page,2025-06-29 20:42:25.000000000
20250629-00000115,20240229-00001472,landing_page,2025-06-29 20:43:45.000000000
20250629-00000115,20240229-00001472,product_view,2025-06-29 20:43:55.031402826
20250629-00000116,20230326-00000313,landing_page,2025-06-29 20:44:12.000000000
20250629-00000116,20230326-00000313,product_view,2025-06-29 20:51:26.984095845
20250629-00000116,20230326-00000313,add_to_cart,2025-06-29 21:08:14.236092563
20250629-00000116,20230326-00000313,checkout,2025-06-29 21:13:08.458301333
20250629-00000116,20230326-00000313,paid,2025-06-29 21:32:14.835910530
20250629-00000117,20230617-00000586,landing_page,2025-06-29 20:52:55.000000000
20250629-00000117,20230617-00000586,product_view,2025-06-29 20:53:21.263364023
20250629-00000118,20230916-00000955,landing_page,2025-06-29 21:02:58.000000000
20250629-00000118,20230916-00000955,product_view,2025-06-29 21:04:31.218601275
20250629-00000118,20230916-00000955,add_to_cart,2025-06-29 21:05:41.470374445
20250629-00000118,20230916-00000955,checkout,2025-06-29 21:11:20.943784890
20250629-00000118,20230916-00000955,paid,2025-06-29 23:53:43.970572558
20250629-00000119,20250424-00002379,landing_page,2025-06-29 21:04:49.000000000
20250629-00000120,20231023-00001099,landing_page,2025-06-29 21:21:22.000000000
20250629-00000120,20231023-00001099,product_view,2025-06-29 21:21:33.701223416
20250629-00000121,20240419-00001570,landing_page,2025-06-29 21:21:25.000000000
20250629-00000121,20240419-00001570,product_view,2025-06-29 21:22:56.306804512
20250629-00000122,20250528-00002476,landing_page,2025-06-29 21:27:37.000000000
20250629-00000123,20240809-00001797,landing_page,2025-06-29 22:01:57.000000000
20250629-00000123,20240809-00001797,product_view,2025-06-29 22:02:05.178890612
20250629-00000123,20240809-00001797,add_to_cart,2025-06-29 22:21:48.402399735
20250629-00000124,20250404-00002337,landing_page,2025-06-29 22:11:01.000000000
20250629-00000124,20250404-00002337,product_view,2025-06-29 22:13:26.485529962
20250629-00000124,20250404-00002337,add_to_cart,2025-06-29 22:16:10.942593692
20250629-00000124,20250404-00002337,checkout,2025-06-29 22:25:23.012642380
20250629-00000124,20250404-00002337,paid,2025-06-29 22:27:14.318384820
20250629-00000125,20241122-00002013,landing_page,2025-06-29 22:17:10.000000000
20250629-00000126,20250129-00002159,landing_page,2025-06-29 22:17:21.000000000
20250629-00000127,20230818-00000824,landing_page,2025-06-29 22:40:22.000000000
20250629-00000128,20230616-00000583,landing_page,2025-06-29 22:44:45.000000000
20250629-00000129,20230823-00000852,landing_page,2025-06-29 22:46:35.000000000
20250629-00000130,20231121-00001215,landing_page,2025-06-29 22:49:07.000000000
20250629-00000131,20241105-00001986,landing_page,2025-06-29 22:52:49.000000000
20250629-00000132,20230611-00000567,landing_page,2025-06-29 23:03:48.000000000
20250629-00000133,20241202-00002034,landing_page,2025-06-29 23:31:32.000000000
20250629-00000133,20241202-00002034,product_view,2025-06-29 23:31:48.603967796
20250629-00000134,20230506-00000454,landing_page,2025-06-29 23:41:10.000000000
20250629-00000134,20230506-00000454,product_view,2025-06-29 23:43:25.225598308
20250629-00000135,20230903-00000899,landing_page,2025-06-29 23:44:03.000000000
20250629-00000136,20230219-00000188,landing_page,2025-06-29 23:55:17.000000000
20250629-00000136,20230219-00000188,product_view,2025-06-29 23:55:27.403424595
20250629-00000136,20230219-00000188,add_to_cart,2025-06-29 23:56:19.265282855
20250629-00000137,20230911-00000926,landing_page,2025-06-29 23:59:36.000000000
20250630-00000001,20250514-00002431,landing_page,2025-06-30 04:21:35.000000000
20250630-00000001,20250514-00002431,product_view,2025-06-30 04:31:35.805721922
20250630-00000002,20250223-00002224,landing_page,2025-06-30 04:31:02.000000000
20250630-00000002,20250223-00002224,product_view,2025-06-30 04:45:33.412473046
20250630-00000003,20250316-00002285,landing_page,2025-06-30 04:56:57.000000000
20250630-00000003,20250316-00002285,product_view,2025-06-30 04:59:49.730256921
20250630-00000003,20250316-00002285,add_to_cart,2025-06-30 05:03:54.798095253
20250630-00000004,20250528-00002476,landing_page,2025-06-30 07:21:18.000000000
20250630-00000004,20250528-00002476,product_view,2025-06-30 07:24:31.618928496
20250630-00000004,20250528-00002476,add_to_cart,2025-06-30 07:27:08.030585136
20250630-00000005,20230721-00000709,landing_page,2025-06-30 07:23:54.000000000
20250630-00000006,20231104-00001145,landing_page,2025-06-30 07:43:28.000000000
20250630-00000006,20231104-00001145,product_view,2025-06-30 07:45:41.699039487
20250630-00000006,20231104-00001145,add_to_cart,2025-06-30 07:55:31.469865969
20250630-00000006,20231104-00001145,checkout,2025-06-30 08:02:45.816093643
20250630-00000006,20231104-00001145,paid,2025-06-30 08:28:29.888859304
20250630-00000007,20250430-00002399,landing_page,2025-06-30 07:51:58.000000000
20250630-00000007,20250430-00002399,product_view,2025-06-30 07:52:46.739965751
20250630-00000008,20230128-00000123,landing_page,2025-06-30 08:08:25.000000000
20250630-00000009,20231210-00001289,landing_page,2025-06-30 08:11:41.000000000
20250630-00000010,20230328-00000319,landing_page,2025-06-30 08:15:09.000000000
20250630-00000011,20240929-00001911,landing_page,2025-06-30 08:17:32.000000000
20250630-00000011,20240929-00001911,product_view,2025-06-30 08:19:35.740775640
20250630-00000012,20230407-00000354,landing_page,2025-06-30 09:25:10.000000000
20250630-00000013,20240218-00001458,landing_page,2025-06-30 09:30:46.000000000
20250630-00000013,20240218-00001458,product_view,2025-06-30 09:38:01.648352381
20250630-00000013,20240218-00001458,add_to_cart,2025-06-30 09:47:25.378303439
20250630-00000013,20240218-00001458,checkout,2025-06-30 09:53:25.528961258
20250630-00000013,20240218-00001458,paid,2025-06-30 10:01:36.453079400
20250630-00000014,20240922-00001898,landing_page,2025-06-30 09:49:02.000000000
20250630-00000015,20240310-00001495,landing_page,2025-06-30 10:40:30.000000000
20250630-00000015,20240310-00001495,product_view,2025-06-30 10:43:15.724714205
20250630-00000015,20240310-00001495,add_to_cart,2025-06-30 10:46:27.282458447
20250630-00000015,20240310-00001495,checkout,2025-06-30 10:50:35.237225154
20250630-00000015,20240310-00001495,paid,2025-06-30 11:09:53.303549237
20250630-00000016,20240205-00001433,landing_page,2025-06-30 10:53:21.000000000
20250630-00000017,20230816-00000817,landing_page,2025-06-30 11:12:27.000000000
20250630-00000017,20230816-00000817,product_view,2025-06-30 11:14:55.988549281
20250630-00000017,20230816-00000817,add_to_cart,2025-06-30 11:33:16.284518456
20250630-00000018,20240209-00001441,landing_page,2025-06-30 11:24:17.000000000
20250630-00000019,20230916-00000956,landing_page,2025-06-30 11:27:28.000000000
20250630-00000019,20230916-00000956,product_view,2025-06-30 11:28:47.190244692
20250630-00000020,20230726-00000724,landing_page,2025-06-30 11:52:46.000000000
20250630-00000021,20231201-00001248,landing_page,2025-06-30 12:05:56.000000000
20250630-00000021,20231201-00001248,product_view,2025-06-30 12:08:09.089072714
20250630-00000022,20230225-00000210,landing_page,2025-06-30 12:26:55.000000000
20250630-00000022,20230225-00000210,product_view,2025-06-30 12:31:53.624025164
20250630-00000022,20230225-00000210,add_to_cart,2025-06-30 12:49:21.013441472
20250630-00000022,20230225-00000210,checkout,2025-06-30 12:58:49.840426054
20250630-00000022,20230225-00000210,paid,2025-06-30 13:01:26.515926604
20250630-00000023,20240303-00001481,landing_page,2025-06-30 13:08:22.000000000
20250630-00000023,20240303-00001481,product_view,2025-06-30 13:13:16.008016116
20250630-00000023,20240303-00001481,add_to_cart,2025-06-30 13:36:54.993693919
20250630-00000023,20240303-00001481,checkout,2025-06-30 13:42:11.624187092
20250630-00000023,20240303-00001481,paid,2025-06-30 16:07:59.009008356
20250630-00000024,20250110-00002109,landing_page,2025-06-30 13:27:15.000000000
20250630-00000024,20250110-00002109,product_view,2025-06-30 13:29:50.513737984
20250630-00000025,20230321-00000288,landing_page,2025-06-30 13:54:45.000000000
20250630-00000025,20230321-00000288,product_view,2025-06-30 13:55:04.262017903
20250630-00000026,20240825-00001844,landing_page,2025-06-30 14:05:09.000000000
20250630-00000027,20230101-00000039,landing_page,2025-06-30 14:06:25.000000000
20250630-00000028,20230101-00000035,landing_page,2025-06-30 14:29:11.000000000
20250630-00000029,20241008-00001931,landing_page,2025-06-30 15:47:07.000000000
20250630-00000029,20241008-00001931,product_view,2025-06-30 15:47:12.550424790
20250630-00000029,20241008-00001931,add_to_cart,2025-06-30 15:52:06.322050670
20250630-00000029,20241008-00001931,checkout,2025-06-30 15:56:31.621148444
20250630-00000029,20241008-00001931,paid,2025-06-30 15:59:20.233226420
20250630-00000030,20240620-00001685,landing_page,2025-06-30 16:06:29.000000000
