session_id,user_id,trx_id,date,total_price
20250503-00000077,20250327-00002317,20250503-00005257,2025-05-03 19:43:35.163856675,272600
20250503-00000085,20231207-00001278,20250503-00005258,2025-05-03 18:36:35.756296998,305900
20250503-00000090,20230429-00000434,20250503-00005259,2025-05-03 18:56:21.824552084,126200
20250503-00000092,20230103-00000054,20250503-00005260,2025-05-03 19:17:55.000234854,56900
20250503-00000095,20250430-00002395,20250503-00005261,2025-05-03 19:41:29.114901506,194100
20250503-00000102,20230806-00000774,20250503-00005262,2025-05-03 20:45:04.642069827,492800
20250503-00000105,20240123-00001410,20250503-00005263,2025-05-03 20:56:25.123317401,293100
20250503-00000115,20250321-00002302,20250503-00005264,2025-05-03 23:06:23.135909013,71000
20250504-00000007,20240709-00001730,20250504-00005265,2025-05-04 07:18:07.844377440,129000
20250504-00000030,20230114-00000084,20250504-00005266,2025-05-04 17:03:20.461762906,565000
20250504-00000032,20240610-00001669,20250504-00005267,2025-05-04 12:43:40.765812247,182500
20250504-00000040,20230409-00000359,20250504-00005268,2025-05-04 13:53:21.376130383,561400
20250504-00000043,20231125-00001229,20250504-00005269,2025-05-04 14:31:38.426285921,515700
20250504-00000051,20230110-00000071,20250504-00005270,2025-05-04 15:26:27.557265459,476200
20250504-00000054,20240817-00001823,20250504-00005271,2025-05-04 16:32:48.964869603,1172000
20250504-00000064,20230519-00000501,20250505-00005272,2025-05-05 03:28:00.302644241,212000
20250504-00000070,20230401-00000327,20250504-00005273,2025-05-04 17:45:25.660315282,403700
20250504-00000071,20230101-00000027,20250504-00005274,2025-05-04 17:56:09.609933027,208500
20250504-00000072,20231224-00001332,20250504-00005275,2025-05-04 17:50:11.615562317,323000
20250504-00000073,20240926-00001903,20250504-00005276,2025-05-04 18:24:02.924099368,314900
20250504-00000077,20230521-00000509,20250504-00005277,2025-05-04 18:29:18.899022897,106400
20250504-00000086,20240811-00001805,20250504-00005278,2025-05-04 19:43:57.294927973,261400
20250504-00000092,20230101-00000024,20250504-00005279,2025-05-04 20:28:43.070456113,321300
20250504-00000099,20230304-00000231,20250504-00005280,2025-05-04 21:13:59.763050751,325700
20250504-00000100,20240204-00001432,20250504-00005281,2025-05-04 21:35:59.719392732,636600
20250504-00000106,20240403-00001546,20250504-00005282,2025-05-04 22:08:48.525118026,369100
20250505-00000004,20240522-00001632,20250505-00005283,2025-05-05 07:23:11.914093924,157300
20250505-00000022,20231129-00001241,20250505-00005284,2025-05-05 15:07:39.183515686,451200
20250505-00000026,20241127-00002021,20250505-00005285,2025-05-05 15:59:58.611304379,986200
20250505-00000037,20241020-00001952,20250505-00005286,2025-05-05 20:10:53.516891823,593500
20250505-00000038,20240223-00001461,20250505-00005287,2025-05-05 21:33:57.620010639,88200
20250506-00000009,20240707-00001725,20250506-00005288,2025-05-06 08:18:49.678264845,512000
20250506-00000016,20240611-00001671,20250506-00005289,2025-05-06 12:06:03.714556216,169800
20250506-00000019,20241127-00002021,20250506-00005290,2025-05-06 10:41:35.670652521,334800
20250506-00000021,20230316-00000268,20250506-00005291,2025-05-06 11:30:50.762963812,306200
20250506-00000032,20230121-00000102,20250506-00005292,2025-05-06 13:16:50.366950255,86200
20250506-00000041,20231011-00001046,20250506-00005293,2025-05-06 21:51:23.610543198,370400
20250507-00000002,20231105-00001151,20250507-00005294,2025-05-07 05:38:29.225788937,1647900
20250507-00000006,20240709-00001732,20250507-00005295,2025-05-07 08:26:38.815330007,779800
20250507-00000019,20250131-00002165,20250507-00005296,2025-05-07 12:04:56.087180549,183500
20250507-00000023,20250504-00002409,20250507-00005297,2025-05-07 14:20:59.193261100,115800
20250507-00000027,20230308-00000241,20250507-00005298,2025-05-07 13:50:20.816704122,62100
20250507-00000028,20250305-00002245,20250507-00005299,2025-05-07 14:18:04.306002907,1984800
20250507-00000035,20230613-00000573,20250507-00005300,2025-05-07 15:15:28.462805005,289600
20250508-00000009,20250111-00002116,20250508-00005301,2025-05-08 09:38:10.674767601,19200
20250508-00000011,20240322-00001522,20250508-00005302,2025-05-08 11:47:52.610461483,254300
20250508-00000014,20231129-00001241,20250508-00005303,2025-05-08 11:33:36.720956208,186500
20250508-00000025,20250419-00002373,20250508-00005304,2025-05-08 15:27:59.607795455,43600
20250508-00000026,20230901-00000887,20250508-00005305,2025-05-08 15:26:13.758601349,189300
20250508-00000033,20231008-00001038,20250508-00005306,2025-05-08 18:17:37.075636097,233800
20250509-00000020,20240513-00001613,20250509-00005307,2025-05-09 11:38:31.076967660,373200
20250510-00000001,20231105-00001151,20250510-00005308,2025-05-10 03:45:24.321885933,1314500
20250510-00000008,20240524-00001635,20250510-00005309,2025-05-10 06:29:33.455037514,490700
20250510-00000011,20250509-00002420,20250510-00005310,2025-05-10 06:58:25.039446490,55700
20250510-00000015,20240118-00001400,20250510-00005311,2025-05-10 07:27:12.375529850,401900
20250510-00000030,20230101-00000026,20250510-00005312,2025-05-10 11:06:36.235466830,1049000
20250510-00000032,20230119-00000097,20250510-00005313,2025-05-10 11:08:39.566341952,425100
20250510-00000034,20230128-00000123,20250510-00005314,2025-05-10 11:12:22.952697152,278100
20250510-00000036,20250419-00002374,20250510-00005315,2025-05-10 11:29:17.612871025,164300
20250510-00000045,20240305-00001485,20250510-00005316,2025-05-10 13:16:06.233245808,187300
20250510-00000048,20230505-00000448,20250510-00005317,2025-05-10 13:57:54.369370572,758600
20250510-00000050,20240403-00001546,20250510-00005318,2025-05-10 13:58:36.883659665,102800
20250510-00000053,20250313-00002275,20250510-00005319,2025-05-10 14:39:13.164093829,228000
20250510-00000055,20241114-00002001,20250510-00005320,2025-05-10 14:59:17.345681769,262700
20250510-00000058,20240107-00001379,20250510-00005321,2025-05-10 15:49:17.795542572,720100
20250510-00000066,20230819-00000832,20250510-00005322,2025-05-10 17:00:56.524441562,266900
20250510-00000073,20230708-00000664,20250510-00005323,2025-05-10 17:30:26.942477325,488300
20250510-00000081,20241221-00002060,20250510-00005324,2025-05-10 18:49:00.920922836,163200
20250510-00000087,20250309-00002256,20250510-00005325,2025-05-10 18:47:07.674264865,87500
20250510-00000089,20240223-00001461,20250510-00005326,2025-05-10 18:44:15.120402128,368200
20250510-00000091,20230619-00000596,20250510-00005327,2025-05-10 18:57:48.923748279,332000
20250510-00000110,20250428-00002392,20250510-00005328,2025-05-10 21:32:23.601112421,304200
20250510-00000115,20231224-00001332,20250510-00005329,2025-05-10 22:44:41.497830037,611600
20250510-00000122,20241217-00002053,20250510-00005330,2025-05-10 23:37:35.517370427,643300
20250511-00000012,20231231-00001364,20250511-00005331,2025-05-11 09:19:01.434491288,489900
20250511-00000014,20240419-00001571,20250511-00005332,2025-05-11 09:58:59.047841904,32500
20250511-00000017,20250108-00002102,20250511-00005333,2025-05-11 10:36:42.979697696,555700
20250511-00000019,20230101-00000028,20250511-00005334,2025-05-11 10:29:46.514430097,776500
20250511-00000052,20240504-00001593,20250511-00005335,2025-05-11 14:28:39.645396849,162900
20250511-00000055,20230912-00000934,20250511-00005336,2025-05-11 15:29:27.970515122,122700
20250511-00000062,20250419-00002369,20250511-00005337,2025-05-11 17:50:06.046617653,219900
20250511-00000065,20231206-00001273,20250511-00005338,2025-05-11 16:54:31.402313540,742700
20250511-00000076,20250210-00002189,20250511-00005339,2025-05-11 19:02:38.211632218,62600
20250511-00000079,20241006-00001928,20250511-00005340,2025-05-11 19:13:33.241960698,444800
20250511-00000086,20230822-00000846,20250511-00005341,2025-05-11 19:51:02.425834180,395100
20250511-00000092,20230101-00000046,20250511-00005342,2025-05-11 23:39:51.303562229,327100
20250511-00000094,20241103-00001980,20250511-00005343,2025-05-11 21:20:36.874805201,499400
20250511-00000105,20240803-00001778,20250511-00005344,2025-05-11 21:32:46.426573203,82300
20250511-00000108,20230619-00000596,20250511-00005345,2025-05-11 21:53:35.086587835,214500
20250512-00000010,20240929-00001911,20250512-00005346,2025-05-12 09:05:34.823162982,1931900
20250512-00000023,20231007-00001035,20250512-00005347,2025-05-12 13:57:07.631222980,441600
20250512-00000044,20230804-00000755,20250512-00005348,2025-05-12 19:37:23.572395181,107100
20250513-00000002,20240831-00001859,20250513-00005349,2025-05-13 06:19:48.832394539,351200
20250513-00000007,20230624-00000614,20250513-00005350,2025-05-13 08:21:28.992608334,557400
20250513-00000019,20250323-00002308,20250513-00005351,2025-05-13 12:55:59.477286735,1387200
20250513-00000024,20231104-00001145,20250513-00005352,2025-05-13 14:07:54.300426366,234500
20250513-00000028,20230207-00000151,20250513-00005353,2025-05-13 15:41:46.806890668,128600
20250513-00000031,20250412-00002357,20250513-00005354,2025-05-13 17:08:17.696325261,299200
20250513-00000033,20231218-00001313,20250513-00005355,2025-05-13 18:09:03.376879062,293500
20250514-00000001,20240318-00001515,20250514-00005356,2025-05-14 03:30:33.421563506,228400
20250514-00000002,20250409-00002347,20250514-00005357,2025-05-14 09:55:17.701826505,149700
20250514-00000021,20240510-00001604,20250514-00005358,2025-05-14 11:02:42.543305760,567300
20250514-00000030,20231224-00001332,20250514-00005359,2025-05-14 16:39:59.860403280,570700
20250514-00000033,20230806-00000773,20250514-00005360,2025-05-14 13:56:49.283493227,555500
20250514-00000042,20241211-00002049,20250514-00005361,2025-05-14 17:45:50.833787709,951500
20250515-00000017,20230119-00000097,20250515-00005362,2025-05-15 11:43:33.784895818,607200
20250515-00000020,20230910-00000925,20250515-00005363,2025-05-15 11:19:32.336442623,164000
20250515-00000038,20230308-00000241,20250515-00005364,2025-05-15 18:14:17.685353834,295200
20250515-00000039,20230613-00000573,20250515-00005365,2025-05-15 18:18:47.372814475,284400
20250516-00000002,20250106-00002099,20250516-00005366,2025-05-16 05:19:15.016740511,1335500
20250516-00000009,20230116-00000091,20250516-00005367,2025-05-16 08:23:56.839365386,235900
20250516-00000015,20250430-00002395,20250516-00005368,2025-05-16 10:17:40.199742083,332900
20250516-00000018,20250430-00002399,20250516-00005369,2025-05-16 13:03:07.209660116,94500
20250516-00000023,20230112-00000075,20250516-00005370,2025-05-16 13:07:47.442632411,1885000
20250516-00000025,20240620-00001686,20250516-00005371,2025-05-16 14:37:09.229597379,460000
20250516-00000034,20230902-00000892,20250516-00005372,2025-05-16 17:21:19.215930668,292600
20250516-00000035,20231106-00001160,20250516-00005373,2025-05-16 17:23:56.270732586,718800
20250516-00000036,20240809-00001799,20250516-00005374,2025-05-16 17:47:50.224289259,768600
20250516-00000037,20240703-00001716,20250516-00005375,2025-05-16 17:24:56.005193994,136500
20250516-00000046,20250216-00002203,20250516-00005376,2025-05-16 18:35:32.475937481,294500
20250516-00000049,20231205-00001268,20250516-00005377,2025-05-16 20:17:14.353352653,119500
20250516-00000051,20231004-00001021,20250516-00005378,2025-05-16 20:34:55.091043144,361900
20250516-00000064,20231014-00001061,20250516-00005379,2025-05-16 23:35:12.539426458,623100
20250516-00000065,20241018-00001947,20250517-00005380,2025-05-17 03:52:41.216466774,137000
20250516-00000068,20230912-00000932,20250516-00005381,2025-05-16 23:47:42.153508518,28600
20250517-00000006,20240316-00001508,20250517-00005382,2025-05-17 07:37:34.677405126,1138500
20250517-00000013,20240626-00001702,20250517-00005383,2025-05-17 08:17:06.427781659,400100
20250517-00000014,20230819-00000827,20250517-00005384,2025-05-17 08:26:51.249275746,151900
20250517-00000017,20231229-00001348,20250517-00005385,2025-05-17 08:16:36.538218336,156500
20250517-00000020,20240701-00001710,20250517-00005386,2025-05-17 09:58:27.413074207,439400
20250517-00000023,20230404-00000338,20250517-00005387,2025-05-17 10:07:46.897853411,297400
20250517-00000044,20230723-00000718,20250517-00005388,2025-05-17 13:02:10.453296082,149200
20250517-00000049,20230311-00000247,20250517-00005389,2025-05-17 13:57:52.570831929,304400
20250517-00000050,20241221-00002060,20250517-00005390,2025-05-17 14:04:41.043827300,147100
20250517-00000052,20240303-00001482,20250517-00005391,2025-05-17 14:18:10.279952490,228800
20250517-00000057,20231125-00001228,20250517-00005392,2025-05-17 14:52:14.428588072,653100
20250517-00000071,20230815-00000808,20250517-00005393,2025-05-17 16:38:17.157340494,555800
20250517-00000074,20240303-00001479,20250517-00005394,2025-05-17 17:43:50.521002944,545200
20250517-00000083,20230819-00000828,20250517-00005395,2025-05-17 18:28:11.916017464,325200
20250517-00000091,20230907-00000910,20250517-00005396,2025-05-17 18:51:21.640981647,664200
20250517-00000094,20230411-00000369,20250517-00005397,2025-05-17 19:36:34.673845459,503200
20250517-00000095,20240911-00001883,20250517-00005398,2025-05-17 19:36:09.143078694,421800
20250517-00000096,20240809-00001799,20250517-00005399,2025-05-17 20:34:41.782772570,625700
20250517-00000101,20250220-00002210,20250517-00005400,2025-05-17 19:55:12.173000615,909300
20250517-00000120,20250501-00002401,20250517-00005401,2025-05-17 21:52:44.313974690,204600
20250517-00000121,20250124-00002141,20250517-00005402,2025-05-17 22:26:51.979998442,434900
20250517-00000127,20231027-00001112,20250517-00005403,2025-05-17 22:56:41.846818838,303200
20250517-00000130,20250209-00002183,20250517-00005404,2025-05-17 23:49:52.674061342,415200
20250518-00000001,20240511-00001608,20250518-00005405,2025-05-18 03:39:43.511222877,682000
20250518-00000016,20230819-00000832,20250518-00005406,2025-05-18 09:50:14.812021776,255500
20250518-00000019,20230912-00000933,20250518-00005407,2025-05-18 10:51:56.779276947,366800
20250518-00000020,20231012-00001050,20250518-00005408,2025-05-18 11:13:38.348713017,279100
20250518-00000023,20240717-00001748,20250518-00005409,2025-05-18 13:10:50.455536213,143800
20250518-00000024,20250210-00002190,20250518-00005410,2025-05-18 11:15:45.999786204,765600
20250518-00000028,20240531-00001652,20250518-00005411,2025-05-18 11:08:58.748011689,248000
20250518-00000030,20231011-00001046,20250518-00005412,2025-05-18 12:07:57.586502400,595500
20250518-00000039,20230616-00000584,20250518-00005413,2025-05-18 12:53:29.041189985,150800
20250518-00000047,20230101-00000031,20250518-00005414,2025-05-18 15:10:50.031466986,611300
20250518-00000052,20230910-00000921,20250518-00005415,2025-05-18 15:07:52.022628142,28500
20250518-00000053,20231221-00001323,20250518-00005416,2025-05-18 16:03:06.324214586,1016700
20250518-00000054,20240107-00001379,20250518-00005417,2025-05-18 16:18:34.044953895,684100
20250518-00000057,20230819-00000828,20250518-00005418,2025-05-18 16:52:55.361196769,840900
20250518-00000077,20230226-00000214,20250518-00005419,2025-05-18 19:33:53.291911050,851800
20250518-00000087,20240825-00001842,20250518-00005420,2025-05-18 20:26:05.130587963,512800
20250518-00000095,20240106-00001376,20250518-00005421,2025-05-18 21:08:47.308999440,316200
20250518-00000096,20240224-00001463,20250518-00005422,2025-05-18 21:58:44.443814911,27300
20250518-00000099,20230628-00000630,20250518-00005423,2025-05-18 21:38:14.171241797,192300
20250518-00000101,20230907-00000910,20250518-00005424,2025-05-18 22:46:16.564971251,600500
20250519-00000001,20230308-00000241,20250519-00005425,2025-05-19 03:49:26.561525260,108100
20250519-00000012,20240929-00001911,20250519-00005426,2025-05-19 11:19:10.147184296,988700
20250519-00000019,20230702-00000651,20250519-00005427,2025-05-19 12:02:04.197294452,206600
20250519-00000024,20230411-00000369,20250519-00005428,2025-05-19 13:58:27.638327120,351700
20250519-00000026,20240427-00001582,20250519-00005429,2025-05-19 14:48:50.735406719,394100
20250519-00000030,20231227-00001343,20250519-00005430,2025-05-19 16:58:36.533702532,485200
20250520-00000005,20240807-00001793,20250520-00005431,2025-05-20 08:26:24.836606462,95700
20250520-00000008,20230701-00000649,20250520-00005432,2025-05-20 09:27:54.381365170,267100
20250520-00000013,20240406-00001552,20250520-00005433,2025-05-20 12:13:37.009032232,78400
20250520-00000016,20250126-00002150,20250520-00005434,2025-05-20 10:56:53.893457100,200400
20250520-00000024,20230423-00000412,20250520-00005435,2025-05-20 11:43:25.940734951,181900
20250520-00000028,20230424-00000417,20250520-00005436,2025-05-20 13:04:58.797516377,324300
20250520-00000029,20241127-00002021,20250520-00005437,2025-05-20 13:29:31.329843659,384700
20250520-00000035,20230521-00000507,20250520-00005438,2025-05-20 15:07:04.246075561,11400
20250520-00000042,20250111-00002112,20250520-00005439,2025-05-20 18:03:45.435544030,179300
20250520-00000043,20231223-00001329,20250520-00005440,2025-05-20 19:09:25.751233041,928000
20250520-00000047,20231030-00001130,20250520-00005441,2025-05-20 19:49:25.490151281,267500
20250520-00000052,20230417-00000392,20250520-00005442,2025-05-20 22:40:37.641589559,13200
20250520-00000056,20240819-00001828,20250520-00005443,2025-05-20 21:59:38.807119459,165800
20250521-00000001,20230223-00000205,20250521-00005444,2025-05-21 04:42:02.428509222,1438900
20250521-00000002,20240201-00001426,20250521-00005445,2025-05-21 08:53:50.050471756,1970200
20250521-00000010,20240730-00001765,20250521-00005446,2025-05-21 07:31:56.113361302,465100
20250521-00000022,20241017-00001946,20250521-00005447,2025-05-21 13:34:48.194291294,375100
20250521-00000029,20231023-00001098,20250521-00005448,2025-05-21 15:14:59.185101490,412200
20250521-00000036,20230916-00000959,20250521-00005449,2025-05-21 17:06:00.798712311,757900
20250521-00000039,20230319-00000281,20250521-00005450,2025-05-21 18:02:53.823691265,483700
20250521-00000044,20230505-00000447,20250521-00005451,2025-05-21 19:12:11.887500367,436400
20250521-00000049,20241223-00002067,20250521-00005452,2025-05-21 20:01:13.607564972,42200
20250522-00000003,20250520-00002448,20250522-00005453,2025-05-22 05:21:30.130820579,223100
20250522-00000004,20231217-00001310,20250522-00005454,2025-05-22 06:39:12.020151310,302600
20250522-00000006,20240201-00001426,20250522-00005455,2025-05-22 07:03:38.137377230,1858700
20250522-00000009,20230903-00000898,20250522-00005456,2025-05-22 09:19:56.051131938,581700
20250522-00000017,20230805-00000759,20250522-00005457,2025-05-22 10:17:13.249910502,443800
20250522-00000023,20250428-00002392,20250522-00005458,2025-05-22 12:46:37.298790747,85400
20250522-00000026,20230912-00000933,20250522-00005459,2025-05-22 13:24:23.212976135,570000
20250522-00000033,20241005-00001919,20250522-00005460,2025-05-22 16:59:42.430199314,40300
20250522-00000034,20231207-00001275,20250522-00005461,2025-05-22 17:09:12.056931072,1480100
20250522-00000036,20230313-00000257,20250522-00005462,2025-05-22 17:36:09.167617877,13600
20250523-00000001,20240512-00001611,20250523-00005463,2025-05-23 04:48:46.879683428,290000
20250523-00000004,20231014-00001060,20250523-00005464,2025-05-23 06:27:01.023301620,137400
20250523-00000009,20231019-00001082,20250523-00005465,2025-05-23 07:48:45.883958133,48200
20250523-00000020,20240928-00001909,20250523-00005466,2025-05-23 12:04:15.162244443,1781000
20250523-00000023,20231230-00001358,20250523-00005467,2025-05-23 12:20:55.900824245,246300
20250523-00000030,20240412-00001558,20250523-00005468,2025-05-23 14:09:00.459671114,439100
20250523-00000031,20230722-00000712,20250523-00005469,2025-05-23 14:56:01.079111044,77600
20250523-00000033,20241030-00001972,20250523-00005470,2025-05-23 16:26:25.496622972,453300
20250523-00000034,20231222-00001324,20250523-00005471,2025-05-23 17:21:32.142526283,152400
20250523-00000042,20230831-00000883,20250523-00005472,2025-05-23 17:45:25.184307081,224500
20250523-00000049,20231218-00001314,20250523-00005473,2025-05-23 18:59:59.314286160,370600
20250523-00000051,20231221-00001321,20250523-00005474,2025-05-23 20:54:12.106067614,583000
20250523-00000057,20250125-00002144,20250523-00005475,2025-05-23 20:59:11.036366945,158600
20250523-00000058,20230616-00000580,20250523-00005476,2025-05-23 21:17:15.580649661,198400
20250524-00000003,20230916-00000959,20250524-00005477,2025-05-24 05:11:49.535218943,369200
20250524-00000004,20231218-00001314,20250524-00005478,2025-05-24 05:40:32.451965011,190300
20250524-00000005,20231002-00001015,20250524-00005479,2025-05-24 06:56:27.385340329,382000
20250524-00000018,20240327-00001532,20250524-00005480,2025-05-24 09:02:40.438300604,1038800
20250524-00000022,20230916-00000955,20250524-00005481,2025-05-24 09:10:17.333186571,402500
20250524-00000043,20230417-00000393,20250524-00005482,2025-05-24 12:52:49.692655810,163100
20250524-00000046,20241102-00001974,20250524-00005483,2025-05-24 14:06:32.109877914,627900
20250524-00000064,20230109-00000068,20250524-00005484,2025-05-24 15:16:48.361261558,295500
20250524-00000070,20230207-00000153,20250524-00005485,2025-05-24 16:37:10.120310939,354700
20250524-00000072,20230422-00000409,20250524-00005486,2025-05-24 16:20:10.976214163,300500
20250524-00000073,20230710-00000670,20250524-00005487,2025-05-24 16:37:05.033174427,635400
20250524-00000075,20240727-00001760,20250524-00005488,2025-05-24 17:40:21.986938115,712900
20250524-00000086,20230614-00000574,20250524-00005489,2025-05-24 18:33:08.599996531,291200
20250524-00000089,20231212-00001294,20250524-00005490,2025-05-24 19:03:25.483747203,312700
20250524-00000101,20230404-00000341,20250525-00005491,2025-05-25 00:19:40.578507474,452900
20250524-00000107,20240704-00001719,20250524-00005492,2025-05-24 21:46:15.619514127,309600
20250524-00000108,20250504-00002409,20250524-00005493,2025-05-24 22:21:59.483761165,188500
20250524-00000109,20231108-00001165,20250524-00005494,2025-05-24 22:36:13.673547028,501400
20250525-00000014,20240811-00001807,20250525-00005495,2025-05-25 09:30:01.326399850,762400
20250525-00000017,20240929-00001911,20250525-00005496,2025-05-25 09:47:57.570845613,2140600
20250525-00000023,20230518-00000498,20250525-00005497,2025-05-25 10:38:49.978703573,129400
20250525-00000027,20230413-00000378,20250525-00005498,2025-05-25 11:26:41.376098220,314900
20250525-00000028,20230806-00000775,20250525-00005499,2025-05-25 11:30:46.168833272,457300
20250525-00000036,20230819-00000828,20250525-00005500,2025-05-25 12:02:31.854299388,293600
20250525-00000041,20240118-00001398,20250525-00005501,2025-05-25 12:43:46.380929770,706500
20250525-00000046,20240831-00001857,20250525-00005502,2025-05-25 13:34:42.535038809,630800
20250525-00000066,20250126-00002151,20250525-00005503,2025-05-25 17:06:52.999529490,452300
20250525-00000073,20230912-00000934,20250525-00005504,2025-05-25 18:12:30.249656220,251800
20250525-00000080,20250504-00002409,20250525-00005505,2025-05-25 18:59:11.026417387,316700
20250525-00000096,20230115-00000086,20250525-00005506,2025-05-25 20:23:53.575128828,353500
20250525-00000099,20231028-00001119,20250525-00005507,2025-05-25 20:17:46.156296705,70500
20250525-00000102,20250211-00002194,20250525-00005508,2025-05-25 21:00:06.307234933,24000
20250525-00000111,20231207-00001279,20250525-00005509,2025-05-25 22:17:57.846838967,430900
20250525-00000115,20230411-00000369,20250525-00005510,2025-05-25 23:04:23.710699077,669200
20250525-00000120,20230313-00000254,20250525-00005511,2025-05-25 23:24:44.393319110,152000
20250526-00000001,20230418-00000399,20250526-00005512,2025-05-26 04:35:33.889260702,1352700
20250526-00000006,20230611-00000569,20250526-00005513,2025-05-26 07:34:30.765505403,62700
20250526-00000014,20240121-00001405,20250526-00005514,2025-05-26 09:37:21.979055559,2189300
20250526-00000015,20241105-00001987,20250526-00005515,2025-05-26 09:27:05.239772009,1540100
20250526-00000016,20230127-00000117,20250526-00005516,2025-05-26 09:19:46.770893398,406700
20250526-00000024,20250417-00002368,20250526-00005517,2025-05-26 13:36:23.126731934,234600
20250526-00000026,20230223-00000205,20250526-00005518,2025-05-26 13:47:02.709205343,1400500
20250526-00000027,20230521-00000507,20250526-00005519,2025-05-26 13:39:50.846959787,87800
20250526-00000029,20230609-00000561,20250526-00005520,2025-05-26 13:30:26.133992503,236400
20250526-00000031,20240911-00001883,20250526-00005521,2025-05-26 15:09:46.965603753,433500
20250526-00000048,20240620-00001686,20250526-00005522,2025-05-26 20:07:28.760712353,174000
20250526-00000050,20231228-00001344,20250526-00005523,2025-05-26 20:04:15.434613676,103000
20250526-00000054,20250410-00002349,20250526-00005524,2025-05-26 21:43:49.251977245,200000
20250527-00000004,20241122-00002013,20250527-00005525,2025-05-27 07:19:47.227476869,182500
20250527-00000005,20241130-00002031,20250527-00005526,2025-05-27 07:52:02.853613008,144300
20250527-00000007,20230821-00000842,20250527-00005527,2025-05-27 09:06:01.643650079,300200
20250527-00000008,20230910-00000920,20250527-00005528,2025-05-27 09:06:01.549625812,458500
20250527-00000009,20240714-00001742,20250527-00005529,2025-05-27 09:39:08.466064688,364900
20250527-00000012,20241123-00002014,20250527-00005530,2025-05-27 10:35:49.360813217,183300
20250527-00000014,20230916-00000955,20250527-00005531,2025-05-27 10:03:26.433738113,365300
20250527-00000016,20230617-00000588,20250527-00005532,2025-05-27 10:57:12.874314839,118200
20250527-00000017,20250520-00002445,20250527-00005533,2025-05-27 10:53:48.694781715,34100
20250527-00000019,20240928-00001909,20250527-00005534,2025-05-27 11:26:51.842419044,2295900
20250527-00000020,20250225-00002228,20250527-00005535,2025-05-27 11:14:18.536286253,122000
20250527-00000021,20240328-00001536,20250527-00005536,2025-05-27 15:29:35.404391253,540800
20250527-00000022,20240201-00001426,20250527-00005537,2025-05-27 11:43:44.967392513,2916600
20250527-00000024,20230107-00000063,20250527-00005538,2025-05-27 14:30:23.335128393,336500
20250527-00000034,20250208-00002179,20250527-00005539,2025-05-27 19:21:26.108769880,181500
20250527-00000035,20231003-00001017,20250527-00005540,2025-05-27 19:43:37.983031499,315300
20250528-00000006,20250308-00002255,20250528-00005541,2025-05-28 09:15:05.525975962,426200
20250528-00000009,20231013-00001054,20250528-00005542,2025-05-28 10:13:46.368766879,106700
20250528-00000011,20231119-00001207,20250528-00005543,2025-05-28 11:08:53.548503318,369600
20250528-00000012,20240825-00001844,20250528-00005544,2025-05-28 10:54:36.093099647,787300
20250528-00000014,20230910-00000921,20250528-00005545,2025-05-28 11:49:48.488909145,21000
20250528-00000016,20230622-00000603,20250528-00005546,2025-05-28 13:13:25.785019030,310100
20250528-00000035,20230220-00000191,20250528-00005547,2025-05-28 19:04:16.955280454,126100
20250528-00000039,20231122-00001219,20250528-00005548,2025-05-28 21:38:01.875443597,360400
20250529-00000002,20250524-00002464,20250529-00005549,2025-05-29 05:13:24.713687828,376500
20250529-00000003,20230112-00000075,20250529-00005550,2025-05-29 06:17:56.568053134,1694700
20250529-00000008,20230919-00000972,20250529-00005551,2025-05-29 09:18:36.163036770,335300
20250529-00000019,20240403-00001546,20250529-00005552,2025-05-29 13:15:43.322838141,406000
20250529-00000033,20241225-00002072,20250529-00005553,2025-05-29 17:34:30.286789439,236900
20250529-00000042,20230125-00000114,20250529-00005554,2025-05-29 21:15:10.276679349,262600
20250529-00000045,20240704-00001719,20250529-00005555,2025-05-29 20:55:42.884495044,639100
20250529-00000047,20230216-00000177,20250529-00005556,2025-05-29 20:59:22.321130964,613600
20250529-00000048,20241102-00001974,20250529-00005557,2025-05-29 21:07:14.858764408,375600
20250529-00000052,20230306-00000238,20250529-00005558,2025-05-29 22:02:30.693517426,152400
20250530-00000002,20231029-00001121,20250530-00005559,2025-05-30 06:46:04.288557743,303000
20250530-00000006,20230418-00000399,20250530-00005560,2025-05-30 08:08:43.142925062,1581200
20250530-00000015,20240904-00001866,20250530-00005561,2025-05-30 11:07:33.456530872,259200
20250530-00000017,20240106-00001376,20250530-00005562,2025-05-30 12:21:52.882608693,109600
20250530-00000030,20250426-00002385,20250530-00005563,2025-05-30 14:16:21.928891271,273000
20250530-00000040,20230128-00000122,20250530-00005564,2025-05-30 14:47:23.020308784,300000
20250530-00000042,20231217-00001310,20250530-00005565,2025-05-30 15:40:48.966662999,124500
20250530-00000049,20230101-00000011,20250530-00005566,2025-05-30 17:08:51.677642958,398600
20250530-00000060,20250321-00002302,20250530-00005567,2025-05-30 20:30:18.094874555,199300
20250530-00000062,20230129-00000131,20250530-00005568,2025-05-30 21:21:40.339007297,639400
20250530-00000068,20230101-00000029,20250530-00005569,2025-05-30 21:39:39.623877009,309900
20250531-00000001,20231107-00001162,20250531-00005570,2025-05-31 05:09:22.580783665,654900
20250531-00000008,20231108-00001165,20250531-00005571,2025-05-31 07:25:08.475667408,552300
20250531-00000010,20240328-00001536,20250531-00005572,2025-05-31 07:32:42.195431008,465000
20250531-00000013,20250331-00002325,20250531-00005573,2025-05-31 08:06:48.225677720,312400
