session_id,trx_id,date,tier
20250426-00000021,20250426-00000005,2025-04-26 13:36:02.633449400,premium_tier
20250426-00000037,20250426-00000006,2025-04-26 17:53:31.696126126,random_tier
20250426-00000040,20250426-00000007,2025-04-26 19:41:54.205075708,budget_tier
20250426-00000045,20250426-00000008,2025-04-26 20:20:58.824819480,random_tier
20250426-00000048,20250426-00000009,2025-04-26 20:43:08.137878265,budget_tier
20250426-00000049,20250426-00000010,2025-04-26 21:48:10.840549282,budget_tier
20250426-00000056,20250426-00000011,2025-04-26 22:41:36.966240729,premium_tier
20250426-00000057,20250426-00000012,2025-04-26 23:17:32.266781239,budget_tier
20250427-00000010,20250427-00000001,2025-04-27 11:30:00.180133429,random_tier
20250427-00000013,20250427-00000002,2025-04-27 12:02:27.078218505,budget_tier
20250427-00000017,20250427-00000003,2025-04-27 13:06:32.034564812,premium_tier
20250427-00000023,20250427-00000004,2025-04-27 16:17:32.701639964,random_tier
20250427-00000027,20250427-00000005,2025-04-27 17:48:55.094256619,random_tier
20250427-00000037,20250427-00000006,2025-04-27 20:08:34.349757883,premium_tier
20250427-00000038,20250427-00000007,2025-04-27 20:09:00.281756581,random_tier
20250427-00000040,20250427-00000008,2025-04-27 20:49:44.653908460,random_tier
20250427-00000043,20250427-00000009,2025-04-27 21:25:15.324119918,random_tier
20250427-00000044,20250427-00000010,2025-04-27 21:47:08.433280197,budget_tier
20250428-00000008,20250428-00000001,2025-04-28 10:07:27.487994915,budget_tier
20250428-00000011,20250428-00000002,2025-04-28 12:43:27.111081194,random_tier
20250428-00000022,20250428-00000003,2025-04-28 15:50:37.534858249,premium_tier
20250428-00000024,20250428-00000004,2025-04-28 16:39:47.576574926,budget_tier
20250428-00000026,20250428-00000005,2025-04-28 19:14:25.947649522,premium_tier
20250428-00000027,20250428-00000006,2025-04-28 20:02:57.534398728,budget_tier
20250428-00000028,20250428-00000007,2025-04-28 20:12:52.801832681,budget_tier
20250428-00000030,20250428-00000008,2025-04-28 21:28:16.627407245,random_tier
20250429-00000011,20250429-00000001,2025-04-29 13:15:23.692639469,budget_tier
20250429-00000012,20250429-00000002,2025-04-29 13:37:26.485832346,random_tier
20250429-00000019,20250429-00000003,2025-04-29 16:24:46.427042756,premium_tier
20250429-00000025,20250429-00000004,2025-04-29 19:32:20.876457088,budget_tier
20250429-00000027,20250430-00000001,2025-04-30 03:59:29.489650480,random_tier
20250430-00000001,20250430-00000001,2025-04-30 05:08:43.189781490,budget_tier
20250430-00000020,20250430-00000002,2025-04-30 16:45:04.844997120,budget_tier
20250430-00000022,20250430-00000003,2025-04-30 18:38:47.697543464,random_tier
20250430-00000026,20250430-00000004,2025-04-30 20:19:21.199787568,random_tier
20250430-00000030,20250430-00000005,2025-04-30 21:36:46.706080095,random_tier
20250501-00000004,20250501-00000001,2025-05-01 10:25:54.015216602,premium_tier
20250501-00000007,20250501-00000002,2025-05-01 14:42:59.469597598,budget_tier
20250501-00000009,20250501-00000003,2025-05-01 12:36:11.749117332,budget_tier
20250501-00000010,20250501-00000004,2025-05-01 12:55:35.032518008,premium_tier
20250501-00000014,20250501-00000005,2025-05-01 15:02:21.707472402,budget_tier
20250501-00000020,20250501-00000006,2025-05-01 16:53:54.668496643,budget_tier
20250501-00000021,20250501-00000007,2025-05-01 17:02:52.940705616,budget_tier
20250501-00000025,20250501-00000008,2025-05-01 19:53:56.652514274,budget_tier
20250501-00000028,20250501-00000009,2025-05-01 21:05:08.518403152,random_tier
20250501-00000032,20250501-00000010,2025-05-01 22:15:24.478491325,budget_tier
20250502-00000007,20250502-00000001,2025-05-02 14:03:49.668383827,random_tier
20250502-00000010,20250502-00000002,2025-05-02 16:06:12.441300472,budget_tier
20250502-00000013,20250502-00000003,2025-05-02 20:30:25.746359894,budget_tier
20250502-00000016,20250502-00000004,2025-05-02 20:25:06.229187575,budget_tier
20250502-00000018,20250502-00000005,2025-05-02 20:58:41.415305441,random_tier
20250502-00000025,20250503-00000001,2025-05-03 00:23:15.818744054,budget_tier
20250503-00000002,20250503-00000001,2025-05-03 09:07:30.109969493,random_tier
20250503-00000008,20250503-00000002,2025-05-03 09:58:37.207207989,budget_tier
20250503-00000013,20250503-00000003,2025-05-03 11:37:51.865522634,budget_tier
20250503-00000017,20250503-00000004,2025-05-03 12:15:53.312591761,random_tier
20250503-00000025,20250503-00000005,2025-05-03 15:13:46.187223482,budget_tier
20250503-00000026,20250503-00000006,2025-05-03 15:42:50.408118402,budget_tier
20250503-00000030,20250503-00000007,2025-05-03 16:20:07.140136367,budget_tier
20250503-00000032,20250503-00000008,2025-05-03 18:08:40.159560944,budget_tier
20250503-00000036,20250503-00000009,2025-05-03 17:32:38.809248886,budget_tier
20250503-00000037,20250503-00000010,2025-05-03 17:14:36.588897945,random_tier
20250503-00000038,20250503-00000011,2025-05-03 18:17:36.415532378,random_tier
20250503-00000041,20250503-00000012,2025-05-03 18:02:18.196867040,premium_tier
20250503-00000047,20250503-00000013,2025-05-03 19:55:55.868571446,random_tier
20250503-00000052,20250503-00000014,2025-05-03 20:54:36.932047619,budget_tier
20250503-00000056,20250503-00000015,2025-05-03 21:33:43.508895495,random_tier
20250504-00000003,20250504-00000001,2025-05-04 09:36:26.474274342,budget_tier
20250504-00000008,20250504-00000002,2025-05-04 10:31:25.882769592,premium_tier
20250504-00000011,20250504-00000003,2025-05-04 14:14:40.740950544,random_tier
20250504-00000014,20250504-00000004,2025-05-04 12:41:51.845920061,budget_tier
20250504-00000018,20250504-00000005,2025-05-04 14:11:36.210216691,random_tier
20250504-00000030,20250504-00000006,2025-05-04 18:03:32.850639073,budget_tier
20250504-00000036,20250504-00000007,2025-05-04 19:33:28.807936765,budget_tier
20250504-00000037,20250504-00000008,2025-05-04 19:54:03.227599845,budget_tier
20250504-00000039,20250504-00000009,2025-05-04 20:49:56.958956911,random_tier
20250505-00000003,20250505-00000001,2025-05-05 09:29:09.772624526,budget_tier
20250505-00000004,20250505-00000002,2025-05-05 13:28:45.873148947,budget_tier
20250505-00000009,20250505-00000003,2025-05-05 11:43:48.836677464,random_tier
20250505-00000010,20250505-00000004,2025-05-05 20:04:13.434999701,budget_tier
20250505-00000014,20250505-00000005,2025-05-05 13:23:05.665672005,random_tier
20250505-00000015,20250505-00000006,2025-05-05 13:23:14.182269027,budget_tier
20250505-00000033,20250506-00000001,2025-05-06 02:53:21.831409071,premium_tier
20250506-00000001,20250506-00000001,2025-05-06 08:01:22.084937380,random_tier
20250506-00000006,20250506-00000002,2025-05-06 11:51:26.451162745,budget_tier
20250506-00000010,20250506-00000003,2025-05-06 13:06:45.268101268,random_tier
20250506-00000012,20250506-00000004,2025-05-06 14:27:21.174689445,budget_tier
20250507-00000010,20250507-00000001,2025-05-07 22:21:04.409149509,budget_tier
20250507-00000013,20250507-00000002,2025-05-07 16:08:50.275430877,random_tier
20250507-00000015,20250507-00000003,2025-05-07 18:13:16.635695313,random_tier
20250507-00000019,20250507-00000004,2025-05-07 19:16:23.373224289,random_tier
20250507-00000027,20250507-00000005,2025-05-07 23:46:09.725009343,random_tier
20250507-00000029,20250508-00000001,2025-05-08 00:01:13.311746719,random_tier
20250507-00000030,20250508-00000002,2025-05-08 02:44:52.592972611,premium_tier
20250507-00000033,20250508-00000003,2025-05-08 00:06:02.046505357,random_tier
20250508-00000004,20250508-00000001,2025-05-08 09:03:01.647674020,budget_tier
20250508-00000006,20250508-00000002,2025-05-08 11:08:37.707532528,budget_tier
20250508-00000011,20250508-00000003,2025-05-08 14:35:04.254736086,budget_tier
20250508-00000014,20250508-00000004,2025-05-08 15:17:42.232331394,budget_tier
20250508-00000015,20250508-00000005,2025-05-08 15:38:38.817489736,budget_tier
20250508-00000018,20250508-00000006,2025-05-08 17:12:04.212567791,random_tier
20250508-00000021,20250508-00000007,2025-05-08 18:14:09.561961432,budget_tier
20250508-00000027,20250508-00000008,2025-05-08 19:34:52.756709018,budget_tier
20250509-00000006,20250509-00000001,2025-05-09 10:20:49.487354378,budget_tier
20250509-00000007,20250509-00000002,2025-05-09 10:04:16.619346738,budget_tier
20250509-00000014,20250509-00000003,2025-05-09 11:31:09.219342236,budget_tier
20250509-00000016,20250509-00000004,2025-05-09 12:43:23.019823120,random_tier
20250509-00000022,20250509-00000005,2025-05-09 13:59:53.153102831,random_tier
20250509-00000030,20250509-00000006,2025-05-09 17:57:16.971082751,budget_tier
20250509-00000032,20250509-00000007,2025-05-09 20:00:48.303904426,budget_tier
20250509-00000033,20250509-00000008,2025-05-09 19:52:44.936005266,budget_tier
20250509-00000034,20250509-00000009,2025-05-09 21:50:18.414399678,random_tier
20250509-00000036,20250510-00000001,2025-05-10 02:54:14.971709627,budget_tier
20250510-00000001,20250510-00000001,2025-05-10 08:44:16.591048639,random_tier
20250510-00000013,20250510-00000002,2025-05-10 11:40:39.211715776,premium_tier
20250510-00000019,20250510-00000003,2025-05-10 14:26:01.907108985,random_tier
20250510-00000020,20250510-00000004,2025-05-10 13:07:46.725413757,random_tier
20250510-00000027,20250510-00000005,2025-05-10 15:48:11.622467139,premium_tier
20250510-00000030,20250510-00000006,2025-05-10 16:08:45.633153885,budget_tier
20250510-00000033,20250510-00000007,2025-05-10 17:33:35.091363005,budget_tier
20250510-00000036,20250510-00000008,2025-05-10 19:11:41.022854654,budget_tier
20250510-00000038,20250510-00000009,2025-05-10 18:17:55.309489526,budget_tier
20250510-00000040,20250510-00000010,2025-05-10 18:44:44.208634502,budget_tier
20250510-00000044,20250510-00000011,2025-05-10 19:59:18.964741553,budget_tier
20250510-00000051,20250510-00000012,2025-05-10 22:04:04.360644156,budget_tier
20250511-00000002,20250511-00000001,2025-05-11 08:38:23.222573621,premium_tier
20250511-00000005,20250511-00000002,2025-05-11 09:37:00.332796625,random_tier
20250511-00000006,20250511-00000003,2025-05-11 09:54:16.662177555,budget_tier
20250511-00000009,20250511-00000004,2025-05-11 11:17:47.644518976,budget_tier
20250511-00000012,20250511-00000005,2025-05-11 10:35:29.032978239,random_tier
20250511-00000018,20250511-00000006,2025-05-11 11:32:50.862288581,budget_tier
20250511-00000020,20250511-00000007,2025-05-11 12:47:25.508970079,budget_tier
20250511-00000030,20250511-00000008,2025-05-11 13:11:07.116373067,budget_tier
20250511-00000031,20250511-00000009,2025-05-11 13:10:52.436212983,random_tier
20250511-00000037,20250511-00000010,2025-05-11 15:22:14.327387549,premium_tier
20250511-00000038,20250511-00000011,2025-05-11 15:33:10.644343099,random_tier
20250511-00000042,20250511-00000012,2025-05-11 16:42:12.682359855,random_tier
20250511-00000045,20250511-00000013,2025-05-11 17:12:40.333889655,premium_tier
20250511-00000053,20250511-00000014,2025-05-11 18:00:35.510586298,budget_tier
20250511-00000055,20250511-00000015,2025-05-11 19:34:15.097030491,random_tier
20250511-00000057,20250511-00000016,2025-05-11 19:39:10.396659939,random_tier
20250511-00000059,20250511-00000017,2025-05-11 20:41:50.367527023,budget_tier
20250511-00000061,20250511-00000018,2025-05-11 21:39:28.158811958,premium_tier
20250511-00000062,20250511-00000019,2025-05-11 22:05:43.055116363,random_tier
20250511-00000066,20250512-00000001,2025-05-12 00:10:21.754058970,random_tier
20250512-00000002,20250512-00000001,2025-05-12 08:50:08.568467091,budget_tier
20250512-00000006,20250512-00000002,2025-05-12 11:30:18.604514286,budget_tier
20250512-00000011,20250512-00000003,2025-05-12 13:38:02.900295129,budget_tier
20250512-00000013,20250512-00000004,2025-05-12 15:55:11.987905614,random_tier
20250512-00000015,20250512-00000005,2025-05-12 15:21:28.314633279,random_tier
20250512-00000016,20250512-00000006,2025-05-12 15:33:18.508979616,random_tier
20250512-00000029,20250512-00000007,2025-05-12 22:24:53.804899555,random_tier
20250512-00000036,20250512-00000008,2025-05-12 21:14:34.204953788,budget_tier
20250512-00000042,20250513-00000001,2025-05-13 00:00:49.887241797,premium_tier
20250512-00000043,20250513-00000002,2025-05-13 00:12:39.966440005,random_tier
20250513-00000006,20250513-00000001,2025-05-13 11:23:34.511970285,random_tier
20250513-00000010,20250513-00000002,2025-05-13 14:04:48.504435869,random_tier
20250513-00000018,20250513-00000003,2025-05-13 18:58:36.850874681,budget_tier
20250514-00000005,20250514-00000001,2025-05-14 10:32:08.978500309,premium_tier
20250514-00000015,20250514-00000002,2025-05-14 15:59:00.987908521,random_tier
20250514-00000016,20250514-00000003,2025-05-14 18:51:52.781835434,budget_tier
20250514-00000018,20250514-00000004,2025-05-14 17:05:17.830166276,premium_tier
20250514-00000020,20250514-00000005,2025-05-14 18:15:11.716285847,budget_tier
20250514-00000022,20250514-00000006,2025-05-14 20:40:44.457020089,budget_tier
20250514-00000027,20250515-00000001,2025-05-15 00:10:47.377235980,budget_tier
20250515-00000001,20250515-00000001,2025-05-15 10:20:57.141127629,budget_tier
20250515-00000009,20250515-00000002,2025-05-15 12:41:38.692249044,premium_tier
20250515-00000012,20250515-00000003,2025-05-15 13:21:01.252904291,random_tier
20250515-00000014,20250515-00000004,2025-05-15 14:40:38.496065964,random_tier
20250515-00000018,20250515-00000005,2025-05-15 16:39:18.633682893,random_tier
20250515-00000025,20250515-00000006,2025-05-15 21:45:05.352469959,random_tier
20250515-00000033,20250515-00000007,2025-05-15 23:26:13.963641873,budget_tier
20250516-00000003,20250516-00000001,2025-05-16 08:35:49.029026616,random_tier
20250516-00000006,20250516-00000002,2025-05-16 10:57:10.827813128,budget_tier
20250516-00000009,20250516-00000003,2025-05-16 10:58:18.153925454,budget_tier
20250516-00000011,20250516-00000004,2025-05-16 11:55:33.790440432,premium_tier
20250516-00000014,20250516-00000005,2025-05-16 16:30:37.555446281,budget_tier
20250516-00000017,20250516-00000006,2025-05-16 14:33:56.899892982,random_tier
20250516-00000028,20250516-00000007,2025-05-16 19:57:35.675916220,random_tier
20250516-00000029,20250516-00000008,2025-05-16 20:01:31.159506321,budget_tier
20250516-00000037,20250517-00000001,2025-05-17 01:03:14.246436499,budget_tier
20250517-00000007,20250517-00000001,2025-05-17 11:12:59.440191555,budget_tier
20250517-00000019,20250517-00000002,2025-05-17 21:07:18.023612636,random_tier
20250517-00000020,20250517-00000003,2025-05-17 14:21:06.851718481,premium_tier
20250517-00000026,20250517-00000004,2025-05-17 14:43:57.177851966,budget_tier
20250517-00000032,20250517-00000005,2025-05-17 17:06:59.098327581,random_tier
20250517-00000034,20250517-00000006,2025-05-17 16:21:27.942128954,random_tier
20250517-00000046,20250517-00000007,2025-05-17 23:44:04.486861613,random_tier
20250518-00000001,20250518-00000001,2025-05-18 07:19:58.151862835,random_tier
20250518-00000002,20250518-00000002,2025-05-18 08:07:30.433337771,random_tier
20250518-00000007,20250518-00000003,2025-05-18 10:27:20.159424888,random_tier
20250518-00000008,20250518-00000004,2025-05-18 11:53:12.639714806,premium_tier
20250518-00000017,20250518-00000005,2025-05-18 13:00:37.782967120,budget_tier
20250518-00000021,20250518-00000006,2025-05-18 15:38:57.157795103,random_tier
20250518-00000024,20250518-00000007,2025-05-18 16:49:02.860516406,random_tier
20250518-00000026,20250518-00000008,2025-05-18 18:16:02.885702838,random_tier
20250518-00000028,20250518-00000009,2025-05-18 19:11:01.399596477,random_tier
20250518-00000030,20250518-00000010,2025-05-18 19:43:55.880245051,budget_tier
20250518-00000032,20250518-00000011,2025-05-18 21:42:39.163314030,random_tier
20250518-00000034,20250518-00000012,2025-05-18 22:41:41.636627863,premium_tier
20250518-00000036,20250519-00000001,2025-05-19 01:26:54.567362534,budget_tier
20250518-00000037,20250518-00000013,2025-05-18 22:55:14.349365273,budget_tier
20250519-00000008,20250519-00000001,2025-05-19 14:15:26.373714302,random_tier
20250519-00000016,20250519-00000002,2025-05-19 16:53:06.386580813,budget_tier
20250519-00000022,20250519-00000003,2025-05-19 20:26:40.192248095,random_tier
20250519-00000025,20250519-00000004,2025-05-19 22:53:25.851578868,budget_tier
20250519-00000026,20250519-00000005,2025-05-19 22:27:16.107544816,premium_tier
20250520-00000009,20250520-00000001,2025-05-20 11:31:05.502090982,budget_tier
20250520-00000016,20250520-00000002,2025-05-20 15:25:38.041798702,random_tier
20250520-00000024,20250520-00000003,2025-05-20 20:16:34.818369315,budget_tier
20250520-00000027,20250521-00000001,2025-05-21 00:08:15.539274858,random_tier
20250521-00000011,20250521-00000001,2025-05-21 13:52:24.932000091,budget_tier
20250521-00000027,20250521-00000002,2025-05-21 23:00:31.180305343,random_tier
20250522-00000002,20250522-00000001,2025-05-22 08:29:35.668807272,random_tier
20250522-00000006,20250522-00000002,2025-05-22 10:23:08.792669351,budget_tier
20250522-00000008,20250522-00000003,2025-05-22 10:56:33.270626340,random_tier
20250522-00000009,20250522-00000004,2025-05-22 10:59:41.029238140,budget_tier
20250522-00000020,20250522-00000005,2025-05-22 15:22:13.146678764,budget_tier
20250522-00000025,20250522-00000006,2025-05-22 18:16:05.833594105,budget_tier
20250522-00000028,20250522-00000007,2025-05-22 20:25:12.617391301,random_tier
20250523-00000004,20250523-00000001,2025-05-23 09:20:49.835425714,random_tier
20250523-00000008,20250523-00000002,2025-05-23 11:30:24.588357376,random_tier
20250523-00000013,20250523-00000003,2025-05-23 12:48:31.150512772,random_tier
20250523-00000014,20250523-00000004,2025-05-23 13:14:16.135751700,random_tier
20250523-00000020,20250523-00000005,2025-05-23 15:09:27.811744591,budget_tier
20250523-00000023,20250523-00000006,2025-05-23 17:33:38.690145230,random_tier
20250523-00000025,20250523-00000007,2025-05-23 18:13:18.206633059,random_tier
20250523-00000027,20250523-00000008,2025-05-23 18:47:47.796674578,budget_tier
20250523-00000028,20250523-00000009,2025-05-23 21:07:35.463212097,budget_tier
20250524-00000004,20250524-00000001,2025-05-24 11:12:56.744639081,random_tier
20250524-00000012,20250524-00000002,2025-05-24 15:14:47.922462343,budget_tier
20250524-00000016,20250524-00000003,2025-05-24 13:01:47.113386285,random_tier
20250524-00000019,20250524-00000004,2025-05-24 14:35:46.383616328,random_tier
20250524-00000022,20250524-00000005,2025-05-24 15:27:19.059921829,random_tier
20250524-00000027,20250524-00000006,2025-05-24 16:06:16.104062741,random_tier
20250524-00000034,20250524-00000007,2025-05-24 19:23:19.426351040,budget_tier
20250524-00000035,20250524-00000008,2025-05-24 19:13:01.548894869,budget_tier
20250524-00000036,20250524-00000009,2025-05-24 19:34:28.867909283,premium_tier
20250524-00000048,20250524-00000010,2025-05-24 21:46:29.517385854,random_tier
20250525-00000002,20250525-00000001,2025-05-25 08:08:40.370181656,random_tier
20250525-00000007,20250525-00000002,2025-05-25 09:12:05.855119493,premium_tier
20250525-00000008,20250525-00000003,2025-05-25 09:07:46.312166618,premium_tier
20250525-00000015,20250525-00000004,2025-05-25 10:35:57.643584173,random_tier
20250525-00000020,20250525-00000005,2025-05-25 12:20:59.754671265,budget_tier
20250525-00000022,20250525-00000006,2025-05-25 12:51:22.503159476,budget_tier
20250525-00000030,20250525-00000007,2025-05-25 15:04:27.381559059,budget_tier
20250525-00000037,20250525-00000008,2025-05-25 17:37:11.909274213,budget_tier
20250525-00000039,20250525-00000009,2025-05-25 18:09:37.498685508,budget_tier
20250525-00000042,20250525-00000010,2025-05-25 19:23:15.452510932,budget_tier
20250525-00000047,20250525-00000011,2025-05-25 19:38:14.775660403,random_tier
20250525-00000051,20250525-00000012,2025-05-25 21:08:24.330738954,random_tier
20250525-00000053,20250525-00000013,2025-05-25 22:28:45.421205020,random_tier
20250525-00000055,20250525-00000014,2025-05-25 21:26:53.409456129,budget_tier
20250525-00000057,20250525-00000015,2025-05-25 21:42:27.374199678,random_tier
20250525-00000058,20250525-00000016,2025-05-25 22:23:14.597588619,budget_tier
20250526-00000001,20250526-00000001,2025-05-26 06:28:02.390806971,budget_tier
20250526-00000004,20250526-00000002,2025-05-26 07:06:20.185828685,budget_tier
20250526-00000006,20250526-00000003,2025-05-26 10:24:02.929756778,budget_tier
20250526-00000012,20250526-00000004,2025-05-26 13:58:27.744413862,random_tier
20250526-00000017,20250527-00000001,2025-05-27 00:39:46.050479160,premium_tier
20250526-00000021,20250526-00000005,2025-05-26 17:40:46.294639149,budget_tier
20250526-00000032,20250526-00000006,2025-05-26 23:06:14.120449080,budget_tier
20250527-00000001,20250527-00000001,2025-05-27 09:04:01.107685386,random_tier
20250527-00000006,20250527-00000002,2025-05-27 13:50:09.696697639,premium_tier
20250527-00000012,20250527-00000003,2025-05-27 16:17:59.298044566,budget_tier
20250527-00000019,20250527-00000004,2025-05-27 18:48:29.001623504,random_tier
20250527-00000023,20250527-00000005,2025-05-27 22:39:51.407111003,random_tier
20250527-00000027,20250528-00000001,2025-05-28 01:11:07.636108979,random_tier
20250527-00000028,20250528-00000002,2025-05-28 00:48:18.879753729,budget_tier
20250528-00000002,20250528-00000001,2025-05-28 11:00:39.106636247,random_tier
20250528-00000010,20250528-00000002,2025-05-28 15:01:54.475955317,budget_tier
20250528-00000017,20250528-00000003,2025-05-28 18:36:33.328270856,random_tier
20250528-00000018,20250528-00000004,2025-05-28 19:35:47.395882198,budget_tier
20250528-00000024,20250528-00000005,2025-05-28 21:43:35.810787435,random_tier
20250529-00000007,20250529-00000001,2025-05-29 17:36:35.536468511,budget_tier
20250529-00000009,20250529-00000002,2025-05-29 12:34:11.593997727,budget_tier
20250529-00000010,20250529-00000003,2025-05-29 13:38:34.107748379,budget_tier
20250529-00000013,20250529-00000004,2025-05-29 15:21:11.712010462,premium_tier
20250529-00000016,20250529-00000005,2025-05-29 17:17:35.566530576,budget_tier
20250529-00000020,20250529-00000006,2025-05-29 20:03:55.499491081,random_tier
20250529-00000022,20250529-00000007,2025-05-29 19:58:15.147143455,random_tier
20250529-00000023,20250529-00000008,2025-05-29 21:37:45.606965952,budget_tier
20250529-00000026,20250529-00000009,2025-05-29 22:02:30.129743681,budget_tier
20250529-00000029,20250529-00000010,2025-05-29 23:21:34.360931093,random_tier
20250530-00000003,20250530-00000001,2025-05-30 12:20:44.333410571,random_tier
20250530-00000012,20250530-00000002,2025-05-30 19:38:34.299782333,budget_tier
20250530-00000014,20250530-00000003,2025-05-30 18:53:58.723977157,budget_tier
20250530-00000015,20250530-00000004,2025-05-30 19:03:45.861741410,budget_tier
20250530-00000016,20250530-00000005,2025-05-30 19:52:42.079347621,budget_tier
20250530-00000021,20250530-00000006,2025-05-30 23:49:25.101536835,random_tier
20250531-00000009,20250531-00000001,2025-05-31 09:26:07.506885773,budget_tier
20250531-00000010,20250531-00000002,2025-05-31 09:50:30.462817946,premium_tier
20250531-00000012,20250531-00000003,2025-05-31 10:05:41.765167361,random_tier
20250531-00000015,20250531-00000004,2025-05-31 10:28:45.878617780,budget_tier
20250531-00000016,20250531-00000005,2025-05-31 10:54:48.645214539,budget_tier
20250531-00000022,20250531-00000006,2025-05-31 12:54:03.108201621,random_tier
20250531-00000027,20250531-00000007,2025-05-31 14:35:36.078431523,random_tier
20250531-00000031,20250531-00000008,2025-05-31 15:31:34.670555299,random_tier
20250531-00000032,20250531-00000009,2025-05-31 17:15:32.900732098,random_tier
20250531-00000033,20250531-00000010,2025-05-31 15:48:54.960818402,budget_tier
20250531-00000036,20250531-00000011,2025-05-31 16:36:29.402898067,random_tier
20250531-00000038,20250531-00000012,2025-05-31 17:27:47.018794769,budget_tier
20250531-00000044,20250531-00000013,2025-05-31 19:08:06.631029487,random_tier
20250531-00000045,20250531-00000014,2025-05-31 19:23:56.017246621,random_tier
20250531-00000048,20250531-00000015,2025-05-31 19:33:40.877458935,random_tier
20250531-00000056,20250531-00000016,2025-05-31 21:18:11.539608332,random_tier
20250531-00000059,20250601-00000001,2025-06-01 01:11:25.969875476,premium_tier
20250531-00000063,20250601-00000002,2025-06-01 00:22:44.111795498,budget_tier
20250531-00000064,20250601-00000003,2025-06-01 00:58:06.967377296,random_tier
20250601-00000002,20250601-00000001,2025-06-01 10:29:17.990279500,budget_tier
20250601-00000005,20250601-00000002,2025-06-01 10:08:12.278489296,budget_tier
20250601-00000008,20250601-00000003,2025-06-01 11:43:09.779764660,premium_tier
20250601-00000009,20250601-00000004,2025-06-01 10:14:13.823153747,premium_tier
20250601-00000014,20250601-00000005,2025-06-01 12:46:45.152893164,random_tier
20250601-00000015,20250601-00000006,2025-06-01 12:08:10.455469307,random_tier
20250601-00000020,20250601-00000007,2025-06-01 13:51:15.490309687,random_tier
20250601-00000022,20250601-00000008,2025-06-01 15:04:58.167421525,budget_tier
20250601-00000023,20250601-00000009,2025-06-01 15:13:25.022925500,random_tier
20250601-00000027,20250601-00000010,2025-06-01 15:36:43.092499679,random_tier
20250601-00000032,20250601-00000011,2025-06-01 16:56:19.506721608,budget_tier
20250601-00000033,20250601-00000012,2025-06-01 17:53:20.619875067,budget_tier
20250601-00000041,20250601-00000013,2025-06-01 19:43:52.930727557,random_tier
20250601-00000051,20250601-00000014,2025-06-01 22:40:32.951915423,budget_tier
20250602-00000002,20250602-00000001,2025-06-02 07:20:50.778731226,random_tier
20250602-00000007,20250602-00000002,2025-06-02 09:30:07.632507745,budget_tier
20250602-00000008,20250602-00000003,2025-06-02 12:28:04.482055395,budget_tier
20250602-00000011,20250602-00000004,2025-06-02 10:27:52.349474217,budget_tier
20250602-00000012,20250602-00000005,2025-06-02 11:44:42.697571328,budget_tier
20250602-00000015,20250602-00000006,2025-06-02 14:37:09.477453899,random_tier
20250602-00000016,20250602-00000007,2025-06-02 15:05:35.890119736,random_tier
20250602-00000023,20250602-00000008,2025-06-02 17:50:08.082615950,budget_tier
20250602-00000025,20250602-00000009,2025-06-02 19:06:42.230973192,budget_tier
20250602-00000026,20250602-00000010,2025-06-02 19:03:30.023106454,budget_tier
20250602-00000027,20250602-00000011,2025-06-02 19:46:02.667237971,budget_tier
20250602-00000028,20250602-00000012,2025-06-02 19:32:05.574429548,premium_tier
20250602-00000029,20250602-00000013,2025-06-02 20:04:29.654086867,budget_tier
20250603-00000003,20250603-00000001,2025-06-03 12:30:03.381097915,random_tier
20250603-00000006,20250603-00000002,2025-06-03 13:19:47.772922518,random_tier
20250603-00000008,20250603-00000003,2025-06-03 14:24:59.295813728,premium_tier
20250603-00000018,20250603-00000004,2025-06-03 20:07:37.198194708,budget_tier
20250603-00000020,20250603-00000005,2025-06-03 20:07:15.152799404,premium_tier
20250603-00000025,20250603-00000006,2025-06-03 21:33:34.350350584,budget_tier
20250603-00000026,20250604-00000001,2025-06-04 00:29:46.834835310,budget_tier
20250604-00000002,20250604-00000001,2025-06-04 11:14:31.063027859,random_tier
20250604-00000004,20250604-00000002,2025-06-04 11:08:02.058703364,random_tier
20250604-00000007,20250604-00000003,2025-06-04 12:36:36.327320843,budget_tier
20250604-00000011,20250604-00000004,2025-06-04 14:03:51.832667313,budget_tier
20250604-00000014,20250604-00000005,2025-06-04 15:03:26.750345103,budget_tier
20250604-00000017,20250604-00000006,2025-06-04 16:37:29.847321305,random_tier
20250604-00000019,20250604-00000007,2025-06-04 18:48:28.765151762,budget_tier
20250604-00000020,20250604-00000008,2025-06-04 18:36:43.349638272,premium_tier
20250604-00000021,20250604-00000009,2025-06-04 19:04:41.890143138,budget_tier
20250604-00000025,20250604-00000010,2025-06-04 20:55:07.403133036,random_tier
20250604-00000029,20250604-00000011,2025-06-04 21:52:58.348857626,budget_tier
20250605-00000001,20250605-00000001,2025-06-05 09:23:04.211805606,random_tier
20250605-00000004,20250605-00000002,2025-06-05 10:16:31.578805591,budget_tier
20250605-00000005,20250605-00000003,2025-06-05 11:17:39.361408734,budget_tier
20250605-00000006,20250605-00000004,2025-06-05 12:41:02.394048214,budget_tier
20250605-00000017,20250605-00000005,2025-06-05 18:07:15.633392697,budget_tier
20250605-00000020,20250605-00000006,2025-06-05 20:24:29.882301350,budget_tier
20250605-00000022,20250605-00000007,2025-06-05 21:17:23.274591738,budget_tier
20250605-00000025,20250605-00000008,2025-06-05 23:59:07.636994056,random_tier
