trx_id,tier,date,product,quantity,unit_price,total_price
20240211-00000015,premium,2024-02-11 15:39:18.442197852,honeydew,1,36200,36200
20240211-00000015,premium,2024-02-11 15:39:18.442197852,mineral_water_A_600mL,1,2700,2700
20240211-00000015,premium,2024-02-11 15:39:18.442197852,mangoes,4,4800,19200
20240211-00000015,premium,2024-02-11 15:39:18.442197852,brown_rice_1kg,2,79100,158200
20240211-00000015,premium,2024-02-11 15:39:18.442197852,toilet_paper,1,14300,14300
20240211-00000015,premium,2024-02-11 15:39:18.442197852,oatmeal_raisin_cookies,1,10200,10200
20240211-00000016,premium,2024-02-11 19:17:39.734166784,toilet_paper,1,16400,16400
20240211-00000016,premium,2024-02-11 19:17:39.734166784,greek_yogurt_150g,1,17600,17600
20240211-00000016,premium,2024-02-11 19:17:39.734166784,brown_rice_1kg,2,84500,169000
20240211-00000016,premium,2024-02-11 19:17:39.734166784,salmon_fillet_500g,2,84100,168200
20240211-00000016,premium,2024-02-11 19:17:39.734166784,chicken_thigh_500g,1,37700,37700
20240211-00000016,premium,2024-02-11 19:17:39.734166784,organic_eggs_10pcs,1,28300,28300
20240211-00000016,premium,2024-02-11 19:17:39.734166784,whole_chicken_1kg,1,56200,56200
20240211-00000017,budget,2024-02-11 16:46:24.764464588,whole_milk_1L,1,18400,18400
20240211-00000017,budget,2024-02-11 16:46:24.764464588,paper_towels,1,12800,12800
20240211-00000017,budget,2024-02-11 16:46:24.764464588,whole_chicken_1kg,1,63000,63000
20240211-00000017,budget,2024-02-11 16:46:24.764464588,brown_rice_1kg,1,70800,70800
20240211-00000018,premium,2024-02-11 17:35:45.276423437,premium_white_rice_5kg,2,109100,218200
20240211-00000018,premium,2024-02-11 17:35:45.276423437,mineral_water_B_600mL,1,4800,4800
20240211-00000018,premium,2024-02-11 17:35:45.276423437,whole_milk_1L,2,20900,41800
20240211-00000018,premium,2024-02-11 17:35:45.276423437,bananas,1,4000,4000
20240211-00000018,premium,2024-02-11 17:35:45.276423437,toothbrush,1,10900,10900
20240211-00000018,premium,2024-02-11 17:35:45.276423437,lamb_leg_1kg,2,168500,337000
20240211-00000019,random,2024-02-11 18:27:09.684236656,apple_juice_750mL,1,33500,33500
20240211-00000019,random,2024-02-11 18:27:09.684236656,chicken_breast_500g,1,39700,39700
20240211-00000019,random,2024-02-11 18:27:09.684236656,white_rice_5kg,1,62500,62500
20240211-00000020,premium,2024-02-11 18:07:57.182979876,moisturizer,2,22900,45800
20240211-00000020,premium,2024-02-11 18:07:57.182979876,dori_fillet_500g,3,45700,137100
20240211-00000020,premium,2024-02-11 18:07:57.182979876,paper_towels,3,12100,36300
20240211-00000020,premium,2024-02-11 18:07:57.182979876,beef_steak_300g,2,71100,142200
20240211-00000020,premium,2024-02-11 18:07:57.182979876,chocolate_chip_cookies,1,8100,8100
20240211-00000020,premium,2024-02-11 18:07:57.182979876,brown_rice_1kg,1,82800,82800
20240211-00000020,premium,2024-02-11 18:07:57.182979876,lettuce,1,3200,3200
20240211-00000020,premium,2024-02-11 18:07:57.182979876,chicken_thigh_500g,1,35000,35000
20240211-00000020,premium,2024-02-11 18:07:57.182979876,cashews_200g,4,62100,248400
20240212-00000001,budget,2024-02-12 01:12:00.861368055,lemon_herb_marinade_250mL,1,29000,29000
20240212-00000001,budget,2024-02-12 01:12:00.861368055,beef_steak_300g,1,68200,68200
20240211-00000021,budget,2024-02-11 18:46:07.503126348,peaches,1,3400,3400
20240211-00000021,budget,2024-02-11 18:46:07.503126348,lamb_leg_1kg,1,147200,147200
20240211-00000021,budget,2024-02-11 18:46:07.503126348,frozen_pizza,1,42600,42600
20240211-00000022,budget,2024-02-11 18:58:38.733378835,buttered_popcorn_100g,1,11700,11700
20240211-00000022,budget,2024-02-11 18:58:38.733378835,cola_500mL,1,20200,20200
20240211-00000022,budget,2024-02-11 18:58:38.733378835,kale,5,4700,23500
20240211-00000022,budget,2024-02-11 18:58:38.733378835,lettuce,3,2700,8100
20240211-00000023,premium,2024-02-11 19:51:48.722659701,ground_beef_500g,2,52900,105800
20240211-00000023,premium,2024-02-11 19:51:48.722659701,honeydew,3,32600,97800
20240211-00000023,premium,2024-02-11 19:51:48.722659701,mixed_vegetables_1kg,1,30900,30900
20240211-00000023,premium,2024-02-11 19:51:48.722659701,chicken_wings_500g,1,28000,28000
20240211-00000023,premium,2024-02-11 19:51:48.722659701,caramel_popcorn_100g,5,18200,91000
20240211-00000024,budget,2024-02-11 19:52:39.937100205,spinach,3,3500,10500
20240211-00000024,budget,2024-02-11 19:52:39.937100205,spinach,2,4000,8000
20240211-00000025,premium,2024-02-11 20:48:40.835184836,facial_cleanser,1,22200,22200
20240211-00000025,premium,2024-02-11 20:48:40.835184836,organic_eggs_10pcs,5,29700,148500
20240211-00000025,premium,2024-02-11 20:48:40.835184836,all_purpose_cleaner,1,27100,27100
20240211-00000025,premium,2024-02-11 20:48:40.835184836,dried_cranberries_100g,3,31600,94800
20240211-00000025,premium,2024-02-11 20:48:40.835184836,whole_chicken_1kg,2,58700,117400
20240211-00000025,premium,2024-02-11 20:48:40.835184836,red_velvet_cake,3,60400,181200
20240211-00000026,random,2024-02-11 20:49:23.759878942,salmon_fillet_500g,1,84700,84700
20240211-00000027,budget,2024-02-11 22:38:55.866185968,whole_chicken_1kg,3,62000,186000
20240212-00000002,premium,2024-02-12 04:29:10.964548789,ground_coffee_250g,1,25900,25900
20240212-00000002,premium,2024-02-12 04:29:10.964548789,ground_beef_500g,4,41000,164000
20240212-00000002,premium,2024-02-12 04:29:10.964548789,dori_fillet_500g,2,46800,93600
20240212-00000002,premium,2024-02-12 04:29:10.964548789,salted_butter_200g,2,20600,41200
20240212-00000002,premium,2024-02-12 04:29:10.964548789,almond_milk_1L,1,31100,31100
20240212-00000002,premium,2024-02-12 04:29:10.964548789,spinach,1,4400,4400
20240212-00000002,premium,2024-02-12 04:29:10.964548789,ranch_dressing_250mL,1,20000,20000
20240212-00000002,premium,2024-02-12 04:29:10.964548789,lettuce,1,3000,3000
20240211-00000028,premium,2024-02-11 23:29:26.414361124,skim_milk_1L,3,22600,67800
20240211-00000028,premium,2024-02-11 23:29:26.414361124,greek_yogurt_150g,1,20700,20700
20240211-00000028,premium,2024-02-11 23:29:26.414361124,conditioner,1,27600,27600
20240211-00000028,premium,2024-02-11 23:29:26.414361124,dried_cranberries_100g,3,28700,86100
20240211-00000028,premium,2024-02-11 23:29:26.414361124,black_pepper,2,8100,16200
20240211-00000028,premium,2024-02-11 23:29:26.414361124,toothbrush,2,10500,21000
20240211-00000028,premium,2024-02-11 23:29:26.414361124,lettuce,1,2900,2900
20240211-00000028,premium,2024-02-11 23:29:26.414361124,ground_coffee_250g,2,25000,50000
20240212-00000001,budget,2024-02-12 11:28:10.317412855,caramel_popcorn_100g,1,15900,15900
20240212-00000001,budget,2024-02-12 11:28:10.317412855,peas_1kg,1,31100,31100
20240212-00000001,budget,2024-02-12 11:28:10.317412855,frozen_dumplings,1,45400,45400
20240212-00000001,budget,2024-02-12 11:28:10.317412855,ketchup,1,10900,10900
20240212-00000002,budget,2024-02-12 11:13:03.960010899,whole_chicken_1kg,1,55400,55400
20240212-00000003,premium,2024-02-12 12:47:15.369463667,kale,1,5100,5100
20240212-00000003,premium,2024-02-12 12:47:15.369463667,mineral_water_B_600mL,1,4600,4600
20240212-00000003,premium,2024-02-12 12:47:15.369463667,oranges,1,2900,2900
20240212-00000003,premium,2024-02-12 12:47:15.369463667,peas_1kg,2,34100,68200
20240212-00000004,premium,2024-02-12 14:00:22.260252854,shampoo,1,18100,18100
20240212-00000004,premium,2024-02-12 14:00:22.260252854,honeydew,1,35800,35800
20240212-00000004,premium,2024-02-12 14:00:22.260252854,laundry_detergent,2,41000,82000
20240212-00000004,premium,2024-02-12 14:00:22.260252854,flavored_yogurt_150g,2,16100,32200
20240212-00000004,premium,2024-02-12 14:00:22.260252854,cinnamon,1,8600,8600
20240212-00000004,premium,2024-02-12 14:00:22.260252854,lamb_leg_1kg,1,155500,155500
20240212-00000005,budget,2024-02-12 14:40:39.624939897,all_purpose_cleaner,1,26300,26300
20240212-00000005,budget,2024-02-12 14:40:39.624939897,chicken_thigh_500g,1,35900,35900
20240212-00000005,budget,2024-02-12 14:40:39.624939897,corn_1kg,1,30400,30400
20240212-00000006,budget,2024-02-12 15:46:47.154248635,kale,3,5100,15300
20240212-00000006,budget,2024-02-12 15:46:47.154248635,frozen_dumplings,1,43000,43000
20240212-00000006,budget,2024-02-12 15:46:47.154248635,limes,1,1900,1900
20240212-00000007,budget,2024-02-12 15:48:50.823666593,teriyaki_marinade_250mL,2,27000,54000
20240212-00000007,budget,2024-02-12 15:48:50.823666593,lettuce,3,3300,9900
20240212-00000008,budget,2024-02-12 21:57:14.915821307,chicken_wings_500g,3,29700,89100
20240212-00000008,budget,2024-02-12 21:57:14.915821307,paper_towels,1,15400,15400
20240212-00000008,budget,2024-02-12 21:57:14.915821307,white_rice_5kg,1,76100,76100
20240212-00000008,budget,2024-02-12 21:57:14.915821307,teriyaki_marinade_250mL,1,26700,26700
20240212-00000009,budget,2024-02-12 20:09:23.718761492,paper_towels,2,11300,22600
20240212-00000009,budget,2024-02-12 20:09:23.718761492,potato_chips_150g,1,15500,15500
20240212-00000009,budget,2024-02-12 20:09:23.718761492,premium_white_rice_5kg,1,110000,110000
20240212-00000010,premium,2024-02-12 20:09:53.726011932,salmon_fillet_500g,1,94800,94800
20240212-00000010,premium,2024-02-12 20:09:53.726011932,whole_chicken_1kg,1,61000,61000
20240212-00000010,premium,2024-02-12 20:09:53.726011932,frozen_dumplings,3,40500,121500
20240212-00000010,premium,2024-02-12 20:09:53.726011932,conditioner,2,23700,47400
20240212-00000010,premium,2024-02-12 20:09:53.726011932,dish_soap,3,17200,51600
20240212-00000010,premium,2024-02-12 20:09:53.726011932,beef_steak_300g,1,65800,65800
20240212-00000010,premium,2024-02-12 20:09:53.726011932,lettuce,4,2800,11200
20240212-00000011,budget,2024-02-12 20:17:53.945864122,premium_white_rice_5kg,1,106000,106000
20240212-00000011,budget,2024-02-12 20:17:53.945864122,dried_apricots_100g,1,27200,27200
20240212-00000011,budget,2024-02-12 20:17:53.945864122,plums,2,2900,5800
20240212-00000011,budget,2024-02-12 20:17:53.945864122,whole_chicken_1kg,1,64200,64200
20240212-00000012,premium,2024-02-12 23:38:22.349690060,white_rice_5kg,1,59500,59500
20240212-00000012,premium,2024-02-12 23:38:22.349690060,spinach,1,4100,4100
20240212-00000012,premium,2024-02-12 23:38:22.349690060,cherries,1,6600,6600
20240212-00000012,premium,2024-02-12 23:38:22.349690060,lettuce,1,3000,3000
20240212-00000012,premium,2024-02-12 23:38:22.349690060,beef_roast_1kg,1,162800,162800
20240212-00000012,premium,2024-02-12 23:38:22.349690060,oatmeal_raisin_cookies,1,9700,9700
20240212-00000012,premium,2024-02-12 23:38:22.349690060,salmon_fillet_500g,1,97200,97200
20240212-00000013,random,2024-02-12 21:48:38.746141558,dried_apricots_100g,1,22900,22900
20240212-00000013,random,2024-02-12 21:48:38.746141558,dori_fillet_500g,2,39800,79600
20240212-00000013,random,2024-02-12 21:48:38.746141558,spinach,2,3500,7000
20240212-00000013,random,2024-02-12 21:48:38.746141558,dried_mangoes_100g,1,29800,29800
20240212-00000014,budget,2024-02-12 22:21:00.400596413,chicken_thigh_500g,1,31900,31900
20240212-00000015,budget,2024-02-12 23:09:08.376268780,spinach,1,3800,3800
20240212-00000015,budget,2024-02-12 23:09:08.376268780,vinaigrette_250mL,1,14500,14500
20240212-00000015,budget,2024-02-12 23:09:08.376268780,peas_1kg,1,29600,29600
20240212-00000016,budget,2024-02-12 23:36:34.385902713,whole_chicken_1kg,1,59200,59200
20240212-00000016,budget,2024-02-12 23:36:34.385902713,apple_juice_750mL,1,33700,33700
20240213-00000001,premium,2024-02-13 10:27:58.653901918,peas_1kg,5,27900,139500
20240213-00000001,premium,2024-02-13 10:27:58.653901918,whole_chicken_1kg,1,59600,59600
20240213-00000001,premium,2024-02-13 10:27:58.653901918,toothpaste,1,17600,17600
20240213-00000001,premium,2024-02-13 10:27:58.653901918,brown_rice_1kg,1,80900,80900
20240213-00000001,premium,2024-02-13 10:27:58.653901918,kale,1,4600,4600
20240213-00000001,premium,2024-02-13 10:27:58.653901918,vegetable_oil_1L,1,21700,21700
20240213-00000001,premium,2024-02-13 10:27:58.653901918,mineral_water_C_600mL,3,5900,17700
20240213-00000001,premium,2024-02-13 10:27:58.653901918,ground_beef_500g,1,57400,57400
20240213-00000001,premium,2024-02-13 10:27:58.653901918,moisturizer,1,25600,25600
20240213-00000001,premium,2024-02-13 10:27:58.653901918,plums,1,2900,2900
20240213-00000002,budget,2024-02-13 11:28:54.563158163,watermelon,2,41400,82800
20240213-00000002,budget,2024-02-13 11:28:54.563158163,spinach,2,4300,8600
20240213-00000002,budget,2024-02-13 11:28:54.563158163,corn_1kg,1,30300,30300
20240213-00000003,premium,2024-02-13 10:22:17.043996293,vanilla_cake,1,47300,47300
20240213-00000003,premium,2024-02-13 10:22:17.043996293,skim_milk_1L,1,26400,26400
20240213-00000003,premium,2024-02-13 10:22:17.043996293,beef_roast_1kg,2,158700,317400
20240213-00000003,premium,2024-02-13 10:22:17.043996293,sunscreen,1,33200,33200
20240213-00000003,premium,2024-02-13 10:22:17.043996293,shampoo,3,17500,52500
20240213-00000004,premium,2024-02-13 11:01:19.242827361,mixed_fruit_juice_750mL,4,48400,193600
20240213-00000004,premium,2024-02-13 11:01:19.242827361,whole_chicken_1kg,1,61600,61600
20240213-00000004,premium,2024-02-13 11:01:19.242827361,fruit_granola_bars_100g,2,27000,54000
20240213-00000004,premium,2024-02-13 11:01:19.242827361,pineapples,2,6000,12000
20240213-00000004,premium,2024-02-13 11:01:19.242827361,cheese_popcorn_100g,4,14900,59600
20240213-00000004,premium,2024-02-13 11:01:19.242827361,frozen_dumplings,2,37100,74200
20240213-00000004,premium,2024-02-13 11:01:19.242827361,raspberries,2,4300,8600
20240213-00000005,random,2024-02-13 12:17:20.433784461,kale,3,4800,14400
20240213-00000005,random,2024-02-13 12:17:20.433784461,spinach,3,4300,12900
20240213-00000005,random,2024-02-13 12:17:20.433784461,organic_eggs_10pcs,4,33500,134000
20240213-00000006,budget,2024-02-13 13:30:52.220673428,italian_dressing_250mL,1,15200,15200
20240213-00000006,budget,2024-02-13 13:30:52.220673428,whole_chicken_1kg,1,59700,59700
20240213-00000007,premium,2024-02-13 13:47:56.267047096,mustard,2,9600,19200
20240213-00000007,premium,2024-02-13 13:47:56.267047096,whole_chicken_1kg,2,63500,127000
20240213-00000007,premium,2024-02-13 13:47:56.267047096,tortilla_chips_150g,1,19100,19100
20240213-00000007,premium,2024-02-13 13:47:56.267047096,buttered_popcorn_100g,1,10700,10700
20240213-00000007,premium,2024-02-13 13:47:56.267047096,chicken_wings_500g,3,29200,87600
20240213-00000007,premium,2024-02-13 13:47:56.267047096,brown_rice_1kg,2,69600,139200
20240213-00000007,premium,2024-02-13 13:47:56.267047096,orange_soda_500mL,5,22400,112000
20240213-00000008,budget,2024-02-13 13:45:23.324270121,strawberries,1,4600,4600
20240213-00000008,budget,2024-02-13 13:45:23.324270121,spinach,2,4000,8000
20240213-00000009,random,2024-02-13 14:06:41.220455911,paper_towels,1,12900,12900
20240213-00000009,random,2024-02-13 14:06:41.220455911,dried_mangoes_100g,1,28600,28600
20240213-00000009,random,2024-02-13 14:06:41.220455911,premium_white_rice_5kg,4,102500,410000
20240213-00000009,random,2024-02-13 14:06:41.220455911,watermelon,2,45900,91800
20240213-00000010,premium,2024-02-13 14:31:55.625978596,vanilla_cake,1,40900,40900
20240213-00000010,premium,2024-02-13 14:31:55.625978596,frozen_pizza,2,50000,100000
20240213-00000010,premium,2024-02-13 14:31:55.625978596,lamb_chop_300g,3,73000,219000
20240213-00000010,premium,2024-02-13 14:31:55.625978596,salmon_fillet_500g,2,85900,171800
20240213-00000010,premium,2024-02-13 14:31:55.625978596,mayonnaise,1,14900,14900
20240213-00000010,premium,2024-02-13 14:31:55.625978596,oatmeal_raisin_cookies,1,10200,10200
20240213-00000010,premium,2024-02-13 14:31:55.625978596,vegetable_oil_1L,1,23900,23900
20240213-00000010,premium,2024-02-13 14:31:55.625978596,whole_chicken_1kg,3,60900,182700
20240213-00000011,premium,2024-02-13 16:05:05.254601033,toilet_paper,1,15500,15500
20240213-00000011,premium,2024-02-13 16:05:05.254601033,chicken_breast_500g,1,36400,36400
20240213-00000011,premium,2024-02-13 16:05:05.254601033,coconut_oil_500mL,1,27600,27600
20240213-00000011,premium,2024-02-13 16:05:05.254601033,vinaigrette_250mL,1,16000,16000
20240213-00000011,premium,2024-02-13 16:05:05.254601033,peas_1kg,1,30700,30700
20240213-00000011,premium,2024-02-13 16:05:05.254601033,premium_white_rice_5kg,2,101800,203600
20240213-00000012,budget,2024-02-13 17:49:42.676247187,spinach,1,4100,4100
20240213-00000012,budget,2024-02-13 17:49:42.676247187,cheese_popcorn_100g,1,13200,13200
20240213-00000012,budget,2024-02-13 17:49:42.676247187,premium_white_rice_5kg,1,103000,103000
20240213-00000013,budget,2024-02-13 17:30:19.018750460,kale,1,4700,4700
20240213-00000013,budget,2024-02-13 17:30:19.018750460,conditioner,1,23100,23100
20240213-00000013,budget,2024-02-13 17:30:19.018750460,chicken_wings_500g,4,29000,116000
20240213-00000013,budget,2024-02-13 17:30:19.018750460,premium_white_rice_5kg,1,91400,91400
20240213-00000014,budget,2024-02-13 17:24:57.646162465,corn_1kg,1,30600,30600
20240213-00000014,budget,2024-02-13 17:24:57.646162465,spinach,3,3600,10800
20240213-00000014,budget,2024-02-13 17:24:57.646162465,spinach,3,3600,10800
20240213-00000014,budget,2024-02-13 17:24:57.646162465,ranch_dressing_250mL,1,19500,19500
20240213-00000015,budget,2024-02-13 22:10:45.440657133,watermelon,1,45100,45100
20240213-00000015,budget,2024-02-13 22:10:45.440657133,chicken_wings_500g,2,30400,60800
20240213-00000015,budget,2024-02-13 22:10:45.440657133,sugar_cookies,1,5000,5000
20240214-00000001,budget,2024-02-14 07:19:24.958039377,whole_chicken_1kg,1,57300,57300
20240214-00000001,budget,2024-02-14 07:19:24.958039377,teriyaki_marinade_250mL,1,26000,26000
20240214-00000002,budget,2024-02-14 08:34:28.043642332,teriyaki_marinade_250mL,1,23200,23200
20240214-00000002,budget,2024-02-14 08:34:28.043642332,mangoes,1,4400,4400
20240214-00000003,premium,2024-02-14 11:10:55.655012015,watermelon,1,39200,39200
20240214-00000003,premium,2024-02-14 11:10:55.655012015,flavored_yogurt_150g,1,13500,13500
20240214-00000003,premium,2024-02-14 11:10:55.655012015,dori_fillet_500g,4,46100,184400
20240214-00000003,premium,2024-02-14 11:10:55.655012015,kale,5,4200,21000
20240214-00000003,premium,2024-02-14 11:10:55.655012015,oranges,1,3200,3200
20240214-00000003,premium,2024-02-14 11:10:55.655012015,watermelon,2,44900,89800
20240214-00000003,premium,2024-02-14 11:10:55.655012015,strawberries,2,5000,10000
20240214-00000004,budget,2024-02-14 11:38:55.975433688,teriyaki_marinade_250mL,1,23500,23500
20240214-00000005,budget,2024-02-14 14:29:57.469768668,frozen_noodles,1,38800,38800
20240214-00000006,premium,2024-02-14 14:50:29.069019584,salted_butter_200g,1,22200,22200
20240214-00000006,premium,2024-02-14 14:50:29.069019584,white_rice_5kg,3,82500,247500
20240214-00000006,premium,2024-02-14 14:50:29.069019584,coconut_oil_500mL,1,27600,27600
20240214-00000006,premium,2024-02-14 14:50:29.069019584,toilet_paper,1,15700,15700
20240214-00000006,premium,2024-02-14 14:50:29.069019584,whole_wheat_bread,1,21800,21800
20240214-00000006,premium,2024-02-14 14:50:29.069019584,mineral_water_A_600mL,1,3100,3100
20240214-00000006,premium,2024-02-14 14:50:29.069019584,lamb_chop_300g,4,76300,305200
20240214-00000006,premium,2024-02-14 14:50:29.069019584,chocolate_muffin,1,6600,6600
20240214-00000006,premium,2024-02-14 14:50:29.069019584,dori_fillet_500g,1,37800,37800
20240214-00000007,budget,2024-02-14 16:31:37.005655172,spinach,1,3800,3800
20240214-00000008,premium,2024-02-14 17:27:39.175663074,toothpaste,3,14600,43800
20240214-00000008,premium,2024-02-14 17:27:39.175663074,whole_chicken_1kg,1,61000,61000
20240214-00000008,premium,2024-02-14 17:27:39.175663074,jasmine_tea_100g,1,18700,18700
20240214-00000008,premium,2024-02-14 17:27:39.175663074,spinach,2,4400,8800
20240214-00000009,budget,2024-02-14 20:48:57.494462430,frozen_dumplings,1,43500,43500
20240214-00000009,budget,2024-02-14 20:48:57.494462430,peaches,1,3400,3400
20240214-00000009,budget,2024-02-14 20:48:57.494462430,brown_rice_1kg,1,71700,71700
20240214-00000010,random,2024-02-14 21:31:12.308316961,lemon_herb_marinade_250mL,1,26500,26500
20240214-00000010,random,2024-02-14 21:31:12.308316961,paper_towels,1,11600,11600
20240214-00000010,random,2024-02-14 21:31:12.308316961,brown_rice_1kg,3,79300,237900
20240214-00000010,random,2024-02-14 21:31:12.308316961,regular_eggs_10pcs,2,19200,38400
20240214-00000011,random,2024-02-14 22:14:16.094213502,whole_chicken_1kg,1,60000,60000
20240214-00000011,random,2024-02-14 22:14:16.094213502,lemon_herb_marinade_250mL,1,24400,24400
20240214-00000011,random,2024-02-14 22:14:16.094213502,limes,5,1700,8500
20240214-00000011,random,2024-02-14 22:14:16.094213502,ground_coffee_250g,2,26500,53000
20240215-00000001,premium,2024-02-15 00:11:41.607163197,ground_coffee_250g,2,26600,53200
20240215-00000001,premium,2024-02-15 00:11:41.607163197,spinach,1,4300,4300
20240215-00000001,premium,2024-02-15 00:11:41.607163197,cheese_popcorn_100g,2,14600,29200
20240215-00000001,premium,2024-02-15 00:11:41.607163197,white_rice_5kg,1,66100,66100
20240215-00000001,premium,2024-02-15 00:11:41.607163197,bananas,1,4300,4300
20240215-00000001,premium,2024-02-15 00:11:41.607163197,mayonnaise,1,17100,17100
20240215-00000001,premium,2024-02-15 00:11:41.607163197,spinach,1,4400,4400
20240215-00000001,premium,2024-02-15 00:11:41.607163197,shampoo,1,20700,20700
20240215-00000001,premium,2024-02-15 00:11:41.607163197,kale,1,5400,5400
20240215-00000001,premium,2024-02-15 00:11:41.607163197,lamb_chop_300g,1,91300,91300
20240215-00000001,random,2024-02-15 08:08:42.551958070,chocolate_muffin,3,6700,20100
20240215-00000001,random,2024-02-15 08:08:42.551958070,white_rice_5kg,3,65100,195300
20240215-00000001,random,2024-02-15 08:08:42.551958070,watermelon,1,45300,45300
20240215-00000001,random,2024-02-15 08:08:42.551958070,whole_wheat_bread,2,23300,46600
20240215-00000002,random,2024-02-15 10:00:27.943667259,green_tea_100g,1,16600,16600
20240215-00000002,random,2024-02-15 10:00:27.943667259,chocolate_granola_bars_100g,1,25600,25600
20240215-00000002,random,2024-02-15 10:00:27.943667259,skim_milk_1L,1,28900,28900
20240215-00000002,random,2024-02-15 10:00:27.943667259,kale,1,4800,4800
20240215-00000003,budget,2024-02-15 10:28:49.836271581,whole_chicken_1kg,2,56300,112600
20240215-00000004,random,2024-02-15 10:54:55.145751894,shampoo,1,21900,21900
20240215-00000004,random,2024-02-15 10:54:55.145751894,brown_rice_1kg,2,81900,163800
20240215-00000004,random,2024-02-15 10:54:55.145751894,sunscreen,2,27600,55200
20240215-00000005,budget,2024-02-15 11:11:13.432394711,strawberries,3,5400,16200
20240215-00000005,budget,2024-02-15 11:11:13.432394711,whole_chicken_1kg,2,71100,142200
20240215-00000005,budget,2024-02-15 11:11:13.432394711,brown_rice_1kg,1,84100,84100
20240215-00000006,budget,2024-02-15 13:09:08.603839996,whole_chicken_1kg,1,62000,62000
20240215-00000006,budget,2024-02-15 13:09:08.603839996,kale,1,5300,5300
20240215-00000007,budget,2024-02-15 13:13:52.757226458,oatmeal_raisin_cookies,1,9900,9900
20240215-00000007,budget,2024-02-15 13:13:52.757226458,whole_chicken_1kg,2,59100,118200
20240215-00000007,budget,2024-02-15 13:13:52.757226458,vinaigrette_250mL,1,16400,16400
20240215-00000007,budget,2024-02-15 13:13:52.757226458,spinach,1,3400,3400
20240215-00000008,random,2024-02-15 13:37:16.155479475,chicken_breast_500g,1,35400,35400
20240215-00000008,random,2024-02-15 13:37:16.155479475,veggie_chips_150g,2,19800,39600
20240215-00000008,random,2024-02-15 13:37:16.155479475,beef_roast_1kg,3,170900,512700
20240215-00000009,budget,2024-02-15 13:53:24.774063425,limes,1,1900,1900
20240215-00000010,budget,2024-02-15 16:10:02.551061421,lettuce,1,3100,3100
20240215-00000010,budget,2024-02-15 16:10:02.551061421,frozen_dumplings,1,40100,40100
20240215-00000011,random,2024-02-15 15:16:03.592190708,watermelon,1,50700,50700
20240215-00000011,random,2024-02-15 15:16:03.592190708,apple_juice_750mL,2,33700,67400
20240215-00000012,budget,2024-02-15 15:51:39.608677606,white_rice_5kg,1,68600,68600
20240215-00000012,budget,2024-02-15 15:51:39.608677606,paper_towels,1,15000,15000
20240215-00000012,budget,2024-02-15 15:51:39.608677606,chicken_breast_500g,1,40000,40000
20240215-00000013,budget,2024-02-15 16:15:29.218946814,frozen_dumplings,1,49600,49600
20240215-00000013,budget,2024-02-15 16:15:29.218946814,white_rice_5kg,1,68700,68700
20240215-00000013,budget,2024-02-15 16:15:29.218946814,lettuce,2,3400,6800
20240215-00000014,premium,2024-02-15 17:33:45.168320111,lemon_lime_500mL,3,21400,64200
20240215-00000014,premium,2024-02-15 17:33:45.168320111,teriyaki_marinade_250mL,3,22500,67500
20240215-00000014,premium,2024-02-15 17:33:45.168320111,raspberries,1,4700,4700
20240215-00000014,premium,2024-02-15 17:33:45.168320111,white_rice_5kg,1,60400,60400
20240215-00000015,budget,2024-02-15 17:46:52.746531989,brown_rice_1kg,1,73900,73900
20240215-00000015,budget,2024-02-15 17:46:52.746531989,chicken_thigh_500g,1,33800,33800
20240215-00000016,premium,2024-02-15 18:01:12.324830503,greek_yogurt_150g,2,21900,43800
20240215-00000016,premium,2024-02-15 18:01:12.324830503,chocolate_cake,1,44700,44700
20240215-00000016,premium,2024-02-15 18:01:12.324830503,green_tea_100g,2,14100,28200
20240215-00000016,premium,2024-02-15 18:01:12.324830503,mineral_water_B_600mL,1,4800,4800
20240215-00000016,premium,2024-02-15 18:01:12.324830503,white_rice_5kg,1,66300,66300
20240215-00000017,budget,2024-02-15 18:34:04.781960624,lettuce,1,2900,2900
20240215-00000017,budget,2024-02-15 18:34:04.781960624,olive_oil_500mL,1,41000,41000
20240215-00000017,budget,2024-02-15 18:34:04.781960624,chicken_breast_500g,1,30400,30400
20240215-00000018,budget,2024-02-15 20:51:57.350559147,frozen_pizza,1,39600,39600
20240216-00000001,budget,2024-02-16 00:03:41.610874380,premium_white_rice_5kg,1,102300,102300
20240216-00000001,budget,2024-02-16 00:03:41.610874380,black_pepper,1,7000,7000
20240216-00000001,budget,2024-02-16 00:03:41.610874380,blueberry_muffin,1,8100,8100
20240215-00000019,budget,2024-02-15 22:37:22.932000330,whole_chicken_1kg,1,54700,54700
20240215-00000019,budget,2024-02-15 22:37:22.932000330,frozen_noodles,1,38400,38400
20240216-00000001,premium,2024-02-16 06:20:33.548531628,sugar_cookies,1,5400,5400
20240216-00000001,premium,2024-02-16 06:20:33.548531628,fruit_granola_bars_100g,1,23400,23400
20240216-00000001,premium,2024-02-16 06:20:33.548531628,kale,2,5600,11200
20240216-00000001,premium,2024-02-16 06:20:33.548531628,white_rice_5kg,1,74600,74600
20240216-00000001,premium,2024-02-16 06:20:33.548531628,dish_soap,2,19100,38200
20240216-00000001,premium,2024-02-16 06:20:33.548531628,white_bread,1,15200,15200
20240216-00000002,budget,2024-02-16 10:19:18.925325090,premium_white_rice_5kg,1,93800,93800
